variant_id,x,y,pattern_x,pattern_y,is_open,main_route,branch_route,split_rejoin_route,start,exit
MP_RUN_02_A_BRANCHING_LOWLAND,0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
MP_RUN_02_A_BRANCHING_LOWLAND,1,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
MP_RUN_02_A_BRANCHING_LOWLAND,2,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
MP_RUN_02_A_BRANCHING_LOWLAND,3,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
MP_RUN_02_A_BRANCHING_LOWLAND,4,0,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
MP_RUN_02_A_BRANCHING_LOWLAND,5,0,1,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
MP_RUN_02_A_BRANCHING_LOWLAND,6,0,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
MP_RUN_02_A_BRANCHING_LOWLAND,7,0,1,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
MP_RUN_02_A_BRANCHING_LOWLAND,8,0,2,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
MP_RUN_02_A_BRANCHING_LOWLAND,9,0,2,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
MP_RUN_02_A_BRANCHING_LOWLAND,10,0,2,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
MP_RUN_02_A_BRANCHING_LOWLAND,11,0,2,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
MP_RUN_02_A_BRANCHING_LOWLAND,12,0,3,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
MP_RUN_02_A_BRANCHING_LOWLAND,13,0,3,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
MP_RUN_02_A_BRANCHING_LOWLAND,14,0,3,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
MP_RUN_02_A_BRANCHING_LOWLAND,15,0,3,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
MP_RUN_02_A_BRANCHING_LOWLAND,16,0,4,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
MP_RUN_02_A_BRANCHING_LOWLAND,17,0,4,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
MP_RUN_02_A_BRANCHING_LOWLAND,18,0,4,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
MP_RUN_02_A_BRANCHING_LOWLAND,19,0,4,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
MP_RUN_02_A_BRANCHING_LOWLAND,20,0,5,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
MP_RUN_02_A_BRANCHING_LOWLAND,21,0,5,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
MP_RUN_02_A_BRANCHING_LOWLAND,22,0,5,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
MP_RUN_02_A_BRANCHING_LOWLAND,23,0,5,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
MP_RUN_02_A_BRANCHING_LOWLAND,24,0,6,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
MP_RUN_02_A_BRANCHING_LOWLAND,25,0,6,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
MP_RUN_02_A_BRANCHING_LOWLAND,26,0,6,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
MP_RUN_02_A_BRANCHING_LOWLAND,27,0,6,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
MP_RUN_02_A_BRANCHING_LOWLAND,28,0,7,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
MP_RUN_02_A_BRANCHING_LOWLAND,29,0,7,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
MP_RUN_02_A_BRANCHING_LOWLAND,30,0,7,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
MP_RUN_02_A_BRANCHING_LOWLAND,31,0,7,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
MP_RUN_02_A_BRANCHING_LOWLAND,32,0,8,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
MP_RUN_02_A_BRANCHING_LOWLAND,33,0,8,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
MP_RUN_02_A_BRANCHING_LOWLAND,34,0,8,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
MP_RUN_02_A_BRANCHING_LOWLAND,35,0,8,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
MP_RUN_02_A_BRANCHING_LOWLAND,36,0,9,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
MP_RUN_02_A_BRANCHING_LOWLAND,37,0,9,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
MP_RUN_02_A_BRANCHING_LOWLAND,38,0,9,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
MP_RUN_02_A_BRANCHING_LOWLAND,39,0,9,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
MP_RUN_02_A_BRANCHING_LOWLAND,40,0,10,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
MP_RUN_02_A_BRANCHING_LOWLAND,41,0,10,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
MP_RUN_02_A_BRANCHING_LOWLAND,42,0,10,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
MP_RUN_02_A_BRANCHING_LOWLAND,43,0,10,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
MP_RUN_02_A_BRANCHING_LOWLAND,44,0,11,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
MP_RUN_02_A_BRANCHING_LOWLAND,45,0,11,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
MP_RUN_02_A_BRANCHING_LOWLAND,46,0,11,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
MP_RUN_02_A_BRANCHING_LOWLAND,47,0,11,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
MP_RUN_02_A_BRANCHING_LOWLAND,48,0,12,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
MP_RUN_02_A_BRANCHING_LOWLAND,49,0,12,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
MP_RUN_02_A_BRANCHING_LOWLAND,50,0,12,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
MP_RUN_02_A_BRANCHING_LOWLAND,51,0,12,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
MP_RUN_02_A_BRANCHING_LOWLAND,52,0,13,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
MP_RUN_02_A_BRANCHING_LOWLAND,53,0,13,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
MP_RUN_02_A_BRANCHING_LOWLAND,54,0,13,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
MP_RUN_02_A_BRANCHING_LOWLAND,55,0,13,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
MP_RUN_02_A_BRANCHING_LOWLAND,56,0,14,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
MP_RUN_02_A_BRANCHING_LOWLAND,57,0,14,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
MP_RUN_02_A_BRANCHING_LOWLAND,58,0,14,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
MP_RUN_02_A_BRANCHING_LOWLAND,59,0,14,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
MP_RUN_02_A_BRANCHING_LOWLAND,60,0,15,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
MP_RUN_02_A_BRANCHING_LOWLAND,61,0,15,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
MP_RUN_02_A_BRANCHING_LOWLAND,62,0,15,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
MP_RUN_02_A_BRANCHING_LOWLAND,63,0,15,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
MP_RUN_02_A_BRANCHING_LOWLAND,64,0,16,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
MP_RUN_02_A_BRANCHING_LOWLAND,65,0,16,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
MP_RUN_02_A_BRANCHING_LOWLAND,66,0,16,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
MP_RUN_02_A_BRANCHING_LOWLAND,67,0,16,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
MP_RUN_02_A_BRANCHING_LOWLAND,68,0,17,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
MP_RUN_02_A_BRANCHING_LOWLAND,69,0,17,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
MP_RUN_02_A_BRANCHING_LOWLAND,70,0,17,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
MP_RUN_02_A_BRANCHING_LOWLAND,71,0,17,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
MP_RUN_02_A_BRANCHING_LOWLAND,72,0,18,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
MP_RUN_02_A_BRANCHING_LOWLAND,73,0,18,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
MP_RUN_02_A_BRANCHING_LOWLAND,74,0,18,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
MP_RUN_02_A_BRANCHING_LOWLAND,75,0,18,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
MP_RUN_02_A_BRANCHING_LOWLAND,76,0,19,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
MP_RUN_02_A_BRANCHING_LOWLAND,77,0,19,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
MP_RUN_02_A_BRANCHING_LOWLAND,78,0,19,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
MP_RUN_02_A_BRANCHING_LOWLAND,79,0,19,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
MP_RUN_02_A_BRANCHING_LOWLAND,80,0,20,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
MP_RUN_02_A_BRANCHING_LOWLAND,81,0,20,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
MP_RUN_02_A_BRANCHING_LOWLAND,82,0,20,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
MP_RUN_02_A_BRANCHING_LOWLAND,83,0,20,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
MP_RUN_02_A_BRANCHING_LOWLAND,84,0,21,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
MP_RUN_02_A_BRANCHING_LOWLAND,85,0,21,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
MP_RUN_02_A_BRANCHING_LOWLAND,86,0,21,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
MP_RUN_02_A_BRANCHING_LOWLAND,87,0,21,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
MP_RUN_02_A_BRANCHING_LOWLAND,88,0,22,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
MP_RUN_02_A_BRANCHING_LOWLAND,89,0,22,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
MP_RUN_02_A_BRANCHING_LOWLAND,90,0,22,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
MP_RUN_02_A_BRANCHING_LOWLAND,91,0,22,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
MP_RUN_02_A_BRANCHING_LOWLAND,92,0,23,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
MP_RUN_02_A_BRANCHING_LOWLAND,93,0,23,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
MP_RUN_02_A_BRANCHING_LOWLAND,94,0,23,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
MP_RUN_02_A_BRANCHING_LOWLAND,95,0,23,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
MP_RUN_02_A_BRANCHING_LOWLAND,96,0,24,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
MP_RUN_02_A_BRANCHING_LOWLAND,97,0,24,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
MP_RUN_02_A_BRANCHING_LOWLAND,98,0,24,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
MP_RUN_02_A_BRANCHING_LOWLAND,99,0,24,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
MP_RUN_02_A_BRANCHING_LOWLAND,100,0,25,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
MP_RUN_02_A_BRANCHING_LOWLAND,101,0,25,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
MP_RUN_02_A_BRANCHING_LOWLAND,102,0,25,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
MP_RUN_02_A_BRANCHING_LOWLAND,103,0,25,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
MP_RUN_02_A_BRANCHING_LOWLAND,104,0,26,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
MP_RUN_02_A_BRANCHING_LOWLAND,105,0,26,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
MP_RUN_02_A_BRANCHING_LOWLAND,106,0,26,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
MP_RUN_02_A_BRANCHING_LOWLAND,107,0,26,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
MP_RUN_02_A_BRANCHING_LOWLAND,108,0,27,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
MP_RUN_02_A_BRANCHING_LOWLAND,109,0,27,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
MP_RUN_02_A_BRANCHING_LOWLAND,110,0,27,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
MP_RUN_02_A_BRANCHING_LOWLAND,111,0,27,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
MP_RUN_02_A_BRANCHING_LOWLAND,112,0,28,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
MP_RUN_02_A_BRANCHING_LOWLAND,113,0,28,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
MP_RUN_02_A_BRANCHING_LOWLAND,114,0,28,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
MP_RUN_02_A_BRANCHING_LOWLAND,115,0,28,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
MP_RUN_02_A_BRANCHING_LOWLAND,116,0,29,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
MP_RUN_02_A_BRANCHING_LOWLAND,117,0,29,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
MP_RUN_02_A_BRANCHING_LOWLAND,118,0,29,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
MP_RUN_02_A_BRANCHING_LOWLAND,119,0,29,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
MP_RUN_02_A_BRANCHING_LOWLAND,120,0,30,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
MP_RUN_02_A_BRANCHING_LOWLAND,121,0,30,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
MP_RUN_02_A_BRANCHING_LOWLAND,122,0,30,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
MP_RUN_02_A_BRANCHING_LOWLAND,123,0,30,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
MP_RUN_02_A_BRANCHING_LOWLAND,124,0,31,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
MP_RUN_02_A_BRANCHING_LOWLAND,125,0,31,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
MP_RUN_02_A_BRANCHING_LOWLAND,126,0,31,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
MP_RUN_02_A_BRANCHING_LOWLAND,127,0,31,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
MP_RUN_02_A_BRANCHING_LOWLAND,128,0,32,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
MP_RUN_02_A_BRANCHING_LOWLAND,129,0,32,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
MP_RUN_02_A_BRANCHING_LOWLAND,130,0,32,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
MP_RUN_02_A_BRANCHING_LOWLAND,131,0,32,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
MP_RUN_02_A_BRANCHING_LOWLAND,132,0,33,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
MP_RUN_02_A_BRANCHING_LOWLAND,133,0,33,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
MP_RUN_02_A_BRANCHING_LOWLAND,134,0,33,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
MP_RUN_02_A_BRANCHING_LOWLAND,135,0,33,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
MP_RUN_02_A_BRANCHING_LOWLAND,136,0,34,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
