connection_id,sequence,from_x,from_y,to_x,to_y,move_type,body_clear,head_clear,contact_x,contact_y,plan_digest
SV5_HUB_b624339804c077812f98_CONNECTION_01,0,536,241,534,239,JUMP,true,true,,,ad466bbfcba88aa015c47f35871656d2dc90a10b4453c948ef34a10f3e3af919
SV5_HUB_b624339804c077812f98_CONNECTION_01,1,534,239,531,237,JUMP,true,true,,,ad466bbfcba88aa015c47f35871656d2dc90a10b4453c948ef34a10f3e3af919
SV5_HUB_b624339804c077812f98_CONNECTION_01,2,531,237,534,235,JUMP,true,true,,,ad466bbfcba88aa015c47f35871656d2dc90a10b4453c948ef34a10f3e3af919
SV5_HUB_b624339804c077812f98_CONNECTION_01,3,534,235,531,233,JUMP,true,true,,,ad466bbfcba88aa015c47f35871656d2dc90a10b4453c948ef34a10f3e3af919
SV5_HUB_b624339804c077812f98_CONNECTION_01,4,531,233,534,232,JUMP,true,true,,,ad466bbfcba88aa015c47f35871656d2dc90a10b4453c948ef34a10f3e3af919
SV5_HUB_b624339804c077812f98_CONNECTION_01,5,534,232,537,230,JUMP,true,true,,,ad466bbfcba88aa015c47f35871656d2dc90a10b4453c948ef34a10f3e3af919
SV5_HUB_b624339804c077812f98_CONNECTION_01,6,537,230,540,230,JUMP,true,true,,,ad466bbfcba88aa015c47f35871656d2dc90a10b4453c948ef34a10f3e3af919
SV5_HUB_b624339804c077812f98_CONNECTION_01,7,540,230,543,230,JUMP,true,true,,,ad466bbfcba88aa015c47f35871656d2dc90a10b4453c948ef34a10f3e3af919
SV5_HUB_b624339804c077812f98_CONNECTION_01,8,543,230,546,230,JUMP,true,true,,,ad466bbfcba88aa015c47f35871656d2dc90a10b4453c948ef34a10f3e3af919
SV5_HUB_b624339804c077812f98_CONNECTION_01,9,546,230,549,230,JUMP,true,true,,,ad466bbfcba88aa015c47f35871656d2dc90a10b4453c948ef34a10f3e3af919
SV5_HUB_b624339804c077812f98_CONNECTION_01,10,549,230,552,230,JUMP,true,true,,,ad466bbfcba88aa015c47f35871656d2dc90a10b4453c948ef34a10f3e3af919
SV5_HUB_b624339804c077812f98_CONNECTION_01,11,552,230,555,230,JUMP,true,true,,,ad466bbfcba88aa015c47f35871656d2dc90a10b4453c948ef34a10f3e3af919
SV5_HUB_b624339804c077812f98_CONNECTION_01,12,555,230,558,230,JUMP,true,true,,,ad466bbfcba88aa015c47f35871656d2dc90a10b4453c948ef34a10f3e3af919
SV5_HUB_b624339804c077812f98_CONNECTION_01,13,558,230,561,230,JUMP,true,true,,,ad466bbfcba88aa015c47f35871656d2dc90a10b4453c948ef34a10f3e3af919
SV5_HUB_b624339804c077812f98_CONNECTION_01,14,561,230,564,230,JUMP,true,true,,,ad466bbfcba88aa015c47f35871656d2dc90a10b4453c948ef34a10f3e3af919
SV5_HUB_b624339804c077812f98_CONNECTION_01,15,564,230,567,230,JUMP,true,true,,,ad466bbfcba88aa015c47f35871656d2dc90a10b4453c948ef34a10f3e3af919
SV5_HUB_b624339804c077812f98_CONNECTION_01,16,567,230,570,230,JUMP,true,true,,,ad466bbfcba88aa015c47f35871656d2dc90a10b4453c948ef34a10f3e3af919
SV5_HUB_b624339804c077812f98_CONNECTION_01,17,570,230,573,230,JUMP,true,true,,,ad466bbfcba88aa015c47f35871656d2dc90a10b4453c948ef34a10f3e3af919
SV5_HUB_b624339804c077812f98_CONNECTION_01,18,573,230,576,230,JUMP,true,true,,,ad466bbfcba88aa015c47f35871656d2dc90a10b4453c948ef34a10f3e3af919
SV5_HUB_b624339804c077812f98_CONNECTION_01,19,576,230,579,230,JUMP,true,true,,,ad466bbfcba88aa015c47f35871656d2dc90a10b4453c948ef34a10f3e3af919
SV5_HUB_b624339804c077812f98_CONNECTION_01,20,579,230,581,232,JUMP,true,true,,,ad466bbfcba88aa015c47f35871656d2dc90a10b4453c948ef34a10f3e3af919
SV5_HUB_b624339804c077812f98_CONNECTION_04,0,559,241,562,241,JUMP,true,true,,,ad466bbfcba88aa015c47f35871656d2dc90a10b4453c948ef34a10f3e3af919
SV5_HUB_b624339804c077812f98_CONNECTION_04,1,562,241,565,241,JUMP,true,true,,,ad466bbfcba88aa015c47f35871656d2dc90a10b4453c948ef34a10f3e3af919
SV5_HUB_b624339804c077812f98_CONNECTION_04,2,565,241,568,241,JUMP,true,true,,,ad466bbfcba88aa015c47f35871656d2dc90a10b4453c948ef34a10f3e3af919
SV5_HUB_b624339804c077812f98_CONNECTION_04,3,568,241,571,241,JUMP,true,true,,,ad466bbfcba88aa015c47f35871656d2dc90a10b4453c948ef34a10f3e3af919
SV5_HUB_b624339804c077812f98_CONNECTION_04,4,571,241,574,241,JUMP,true,true,,,ad466bbfcba88aa015c47f35871656d2dc90a10b4453c948ef34a10f3e3af919
SV5_HUB_b624339804c077812f98_CONNECTION_04,5,574,241,577,241,JUMP,true,true,,,ad466bbfcba88aa015c47f35871656d2dc90a10b4453c948ef34a10f3e3af919
