file_name,column_order,column_name,data_type,required,primary_key_order,default_value,allowed_values,foreign_key,description
battery_profiles.csv,1,battery_id,ID,1,1,,,,
battery_profiles.csv,2,display_name_ko,STRING,1,,,,,
battery_profiles.csv,3,fuel_cost,INT,1,,,,,
battery_profiles.csv,4,battery_item_cost,INT,1,,,,,
battery_profiles.csv,5,delivery_mode,ENUM,1,,,PLACE|THROW|BLAST_CONE,,
battery_profiles.csv,6,blast_radius_tiles,FLOAT,1,,,,,
battery_profiles.csv,7,damage,INT,1,,,,,
battery_profiles.csv,8,knockback,FLOAT,1,,,,,
battery_profiles.csv,9,destroys_soft_soil,BOOL,1,,,,,
battery_profiles.csv,10,destroys_cracked_terrain,BOOL,1,,,,,
battery_profiles.csv,11,destroys_hard_terrain,BOOL,1,,,,,
battery_profiles.csv,12,destroys_starstone,BOOL,1,,,,,
battery_profiles.csv,13,terrain_damage_enabled,BOOL,1,,,,,
battery_profiles.csv,14,fuse_seconds,FLOAT,1,,,,,
battery_profiles.csv,15,prefab_id,ID,1,,,,prefab_registry.csv.prefab_id,
battery_profiles.csv,16,active,BOOL,1,,1,,,
battery_profiles.csv,17,notes,STRING,0,,,,,
biome_boundary_pair_rules.csv,1,boundary_pair_rule_id,ID,1,1,,,,
biome_boundary_pair_rules.csv,2,biome_a_id,ID,1,,,,biome_types.csv.biome_id,
biome_boundary_pair_rules.csv,3,biome_b_id,ID,1,,,,biome_types.csv.biome_id,
biome_boundary_pair_rules.csv,4,allowed_boundary_profile_ids,ID_LIST,1,,,,biome_boundary_profiles.csv.boundary_profile_id,
biome_boundary_pair_rules.csv,5,boundary_profile_weights,INT_LIST,1,,,,,
biome_boundary_pair_rules.csv,6,default_boundary_profile_id,ID,1,,,,biome_boundary_profiles.csv.boundary_profile_id,
biome_boundary_pair_rules.csv,7,transition_resource_pool_id,ID,0,,,,,
biome_boundary_pair_rules.csv,8,transition_element_pool_id,ID,0,,,,,
biome_boundary_pair_rules.csv,9,min_shared_edge_count,INT,1,,,,,
biome_boundary_pair_rules.csv,10,active,BOOL,1,,1,,,
biome_boundary_pair_rules.csv,11,notes,STRING,0,,,,,
biome_boundary_profiles.csv,1,boundary_profile_id,ID,1,1,,,,
biome_boundary_profiles.csv,2,display_name_ko,STRING,1,,,,,
biome_boundary_profiles.csv,3,boundary_type,ENUM,1,,,SOFT_BLEND|CLIFF|TUNNEL_INTRUSION|LAYER|RUIN|HARD_STARSTONE,,
biome_boundary_profiles.csv,4,allowed_orientations,ENUM_LIST,1,,,HORIZONTAL|VERTICAL,,
biome_boundary_profiles.csv,5,width_microchunks_min,INT,1,,,,,
biome_boundary_profiles.csv,6,width_microchunks_max,INT,1,,,,,
biome_boundary_profiles.csv,7,warning_microchunks_min,INT,1,,,,,
biome_boundary_profiles.csv,8,mandatory_route_allowed,BOOL,1,,,,,
biome_boundary_profiles.csv,9,tool_requirement,ENUM,1,,,NONE|PICKAXE|SHOVEL|ROPE|EXPLOSIVE|ENVIRONMENT,,
biome_boundary_profiles.csv,10,hard_border,BOOL,1,,,,,
biome_boundary_profiles.csv,11,active,BOOL,1,,1,,,
biome_boundary_profiles.csv,12,notes,STRING,0,,,,,
biome_patch_rules.csv,1,patch_rule_id,ID,1,1,,,,
biome_patch_rules.csv,2,biome_id,ID,1,,,,biome_types.csv.biome_id,
biome_patch_rules.csv,3,patch_role,ENUM,1,,,CORE|SATELLITE|INTRUSION,,
biome_patch_rules.csv,4,min_sector_count,INT,1,,,,,
biome_patch_rules.csv,5,max_sector_count,INT,1,,,,,
biome_patch_rules.csv,6,min_seed_distance,INT,1,,,,,
biome_patch_rules.csv,7,seed_count_min,INT,1,,,,,
biome_patch_rules.csv,8,seed_count_max,INT,1,,,,,
biome_patch_rules.csv,9,seed_weight,FLOAT,1,,,,,
biome_patch_rules.csv,10,can_touch_world_edge,BOOL,1,,,,,
biome_patch_rules.csv,11,buffer_ring_sectors,INT,1,,,,,
biome_patch_rules.csv,12,allow_single_sector,BOOL,1,,,,,
biome_patch_rules.csv,13,max_world_share,FLOAT,1,,,,,
biome_patch_rules.csv,14,distance_weight,FLOAT,1,,,,,
biome_patch_rules.csv,15,altitude_weight,FLOAT,1,,,,,
biome_patch_rules.csv,16,noise_weight,FLOAT,1,,,,,
biome_patch_rules.csv,17,compactness_weight,FLOAT,1,,,,,
biome_patch_rules.csv,18,branchiness_target,FLOAT,1,,,,,
biome_patch_rules.csv,19,active,BOOL,1,,1,,,
biome_patch_rules.csv,20,notes,STRING,0,,,,,
biome_types.csv,1,biome_id,ID,1,1,,,,
biome_types.csv,2,display_name_ko,STRING,1,,,,,
biome_types.csv,3,stage_id,ID,1,,,,,
biome_types.csv,4,required,BOOL,1,,,,,
biome_types.csv,5,min_patch_count,INT,1,,,,,
biome_types.csv,6,max_patch_count,INT,1,,,,,
biome_types.csv,7,min_core_patch_count,INT,1,,,,,
biome_types.csv,8,preferred_altitude_min_sector_y,INT,1,,,,,
biome_types.csv,9,preferred_altitude_max_sector_y,INT,1,,,,,
biome_types.csv,10,growth_weight,FLOAT,1,,,,,
biome_types.csv,11,tile_theme_id,ID,1,,,,,
biome_types.csv,12,audio_profile_id,ID,1,,,,,
biome_types.csv,13,microchunk_pool_prefix,ID,1,,,,,
biome_types.csv,14,sector_recipe_pool_prefix,ID,1,,,,,
biome_types.csv,15,common_resource_pool_id,ID,0,,,,,
biome_types.csv,16,map_element_pool_id,ID,0,,,,,
biome_types.csv,17,required_special_map_ids,ID_LIST,0,,,,special_map_catalog.csv.special_map_id,
biome_types.csv,18,active,BOOL,1,,1,,,
biome_types.csv,19,notes,STRING,0,,,,,
boundary_chunk_catalog.csv,1,boundary_chunk_id,ID,1,1,,,,
boundary_chunk_catalog.csv,2,microchunk_id,ID,1,,,,microchunk_catalog.csv.microchunk_id,
boundary_chunk_catalog.csv,3,biome_a_id,ID,1,,,,biome_types.csv.biome_id,
boundary_chunk_catalog.csv,4,biome_b_id,ID,1,,,,biome_types.csv.biome_id,
boundary_chunk_catalog.csv,5,boundary_profile_id,ID,1,,,,biome_boundary_profiles.csv.boundary_profile_id,
boundary_chunk_catalog.csv,6,orientation,ENUM,1,,,HORIZONTAL|VERTICAL,,
boundary_chunk_catalog.csv,7,route_type,INT,1,,,,,
boundary_chunk_catalog.csv,8,entry_edge_signature_id,ID,1,,,,edge_signatures.csv.edge_signature_id,
boundary_chunk_catalog.csv,9,exit_edge_signature_id,ID,1,,,,edge_signatures.csv.edge_signature_id,
boundary_chunk_catalog.csv,10,weight,INT,1,,,,,
boundary_chunk_catalog.csv,11,reversible,BOOL,1,,,,,
boundary_chunk_catalog.csv,12,active,BOOL,1,,1,,,
boundary_chunk_catalog.csv,13,notes,STRING,0,,,,,
content_budget_profiles.csv,1,budget_profile_id,ID,1,1,,,,
content_budget_profiles.csv,2,target_scope,ENUM,1,,,MICROCHUNK|SECTOR|PATCH|WORLD|SPECIAL_MAP|VILLAGE,,
content_budget_profiles.csv,3,threat_min,INT,1,,,,,
content_budget_profiles.csv,4,threat_max,INT,1,,,,,
content_budget_profiles.csv,5,cognitive_max,INT,1,,,,,
content_budget_profiles.csv,6,chain_max,INT,1,,,,,
content_budget_profiles.csv,7,resource_slots_min,INT,1,,,,,
content_budget_profiles.csv,8,resource_slots_max,INT,1,,,,,
content_budget_profiles.csv,9,reward_slots_min,INT,1,,,,,
content_budget_profiles.csv,10,reward_slots_max,INT,1,,,,,
content_budget_profiles.csv,11,enemy_slots_min,INT,1,,,,,
content_budget_profiles.csv,12,enemy_slots_max,INT,1,,,,,
content_budget_profiles.csv,13,active,BOOL,1,,1,,,
content_budget_profiles.csv,14,notes,STRING,0,,,,,
edge_signature_compatibility.csv,1,signature_a,ID,1,1,,,edge_signatures.csv.edge_signature_id,
edge_signature_compatibility.csv,2,signature_b,ID,1,2,,,edge_signatures.csv.edge_signature_id,
edge_signature_compatibility.csv,3,compatible,BOOL,1,,,,,
edge_signature_compatibility.csv,4,adapter_microchunk_pool_id,ID,0,,,,,
edge_signature_compatibility.csv,5,notes,STRING,0,,,,,
edge_signatures.csv,1,edge_signature_id,ID,1,1,,,,
edge_signatures.csv,2,axis,ENUM,1,,,HORIZONTAL_EDGE|VERTICAL_EDGE|SOLID,,
edge_signatures.csv,3,band_id,ID,0,,,,socket_band_definitions.csv.band_id,
edge_signatures.csv,4,traversal_kind,ENUM,1,,,SOLID|WALK|DROP|CLIMB|OPTIONAL_BREAK|HIDDEN|DECORATION,,
edge_signatures.csv,5,ground_entry_height,INT,1,,,,,
edge_signatures.csv,6,clearance_width,INT,1,,,,,
edge_signatures.csv,7,clearance_height,INT,1,,,,,
edge_signatures.csv,8,tool_requirement,ENUM,1,,,NONE|PICKAXE|SHOVEL|ROPE|EXPLOSIVE|ENVIRONMENT,,
edge_signatures.csv,9,mandatory_allowed,BOOL,1,,,,,
edge_signatures.csv,10,tags,ID_LIST,0,,,,,
edge_signatures.csv,11,notes,STRING,0,,,,,
event_activation_routes.csv,1,event_route_id,ID,1,1,,,,
event_activation_routes.csv,2,special_map_id,ID,1,,,,special_map_catalog.csv.special_map_id,
event_activation_routes.csv,3,event_id,ID,1,,,,,
event_activation_routes.csv,4,mandatory,BOOL,1,,,,,
event_activation_routes.csv,5,allowed_sector_types,INT_LIST,1,,,,,
event_activation_routes.csv,6,requires_tool,BOOL,1,,,,,
event_activation_routes.csv,7,requires_consumable,BOOL,1,,,,,
event_activation_routes.csv,8,min_safe_tiles_before_trigger,INT,1,,,,,
event_activation_routes.csv,9,return_path_required,BOOL,1,,,,,
event_activation_routes.csv,10,trigger_slot_id,ID,1,,,,,
event_activation_routes.csv,11,notes,STRING,0,,,,,
generated_biome_patches.csv,1,seed,ULONG,1,1,,,,
generated_biome_patches.csv,2,patch_instance_id,ID,1,2,,,,
generated_biome_patches.csv,3,biome_id,ID,1,,,,,
generated_biome_patches.csv,4,patch_role,ENUM,1,,,CORE|SATELLITE|INTRUSION,,
generated_biome_patches.csv,5,seed_sector_x,INT,1,,,,,
generated_biome_patches.csv,6,seed_sector_y,INT,1,,,,,
generated_biome_patches.csv,7,sector_count,INT,1,,,,,
generated_biome_patches.csv,8,min_x,INT,1,,,,,
generated_biome_patches.csv,9,min_y,INT,1,,,,,
generated_biome_patches.csv,10,max_x,INT,1,,,,,
generated_biome_patches.csv,11,max_y,INT,1,,,,,
generated_biome_patches.csv,12,perimeter_edges,INT,1,,,,,
generated_biome_patches.csv,13,special_map_instance_ids,ID_LIST,0,,,,,
generated_route_completion_path.csv,1,seed,ULONG,1,1,,,,
generated_route_completion_path.csv,2,step_order,INT,1,2,,,,
generated_route_completion_path.csv,3,world_node_id,ID,1,,,,,
generated_route_completion_path.csv,4,sector_x,INT,1,,,,,
generated_route_completion_path.csv,5,sector_y,INT,1,,,,,
generated_route_completion_path.csv,6,world_x,INT,1,,,,,
generated_route_completion_path.csv,7,world_y,INT,1,,,,,
generated_route_completion_path.csv,8,state_mask_before,HEX,1,,,,,
generated_route_completion_path.csv,9,state_mask_after,HEX,1,,,,,
generated_route_completion_path.csv,10,edge_cost_tiles,INT,1,,,,,
generated_route_completion_path.csv,11,cumulative_cost_tiles,INT,1,,,,,
generated_route_completion_path.csv,12,event_id,ID,0,,,,,
generated_sector_microchunks.csv,1,seed,ULONG,1,1,,,,
generated_sector_microchunks.csv,2,sector_x,INT,1,2,,,,
generated_sector_microchunks.csv,3,sector_y,INT,1,3,,,,
generated_sector_microchunks.csv,4,chunk_x,INT,1,4,,,,
generated_sector_microchunks.csv,5,chunk_y,INT,1,5,,,,
generated_sector_microchunks.csv,6,microchunk_id,ID,1,,,,,
generated_sector_microchunks.csv,7,transform,ENUM,1,,,R0|MIRROR_X|MIRROR_Y|R180,,
generated_sector_microchunks.csv,8,source_cell_role,ENUM,1,,,,,
generated_sector_microchunks.csv,9,solver_choice_order,INT,1,,,,,
generated_sector_microchunks.csv,10,variant_id,ID,0,,,,,
generated_spawns.csv,1,seed,ULONG,1,1,,,,
generated_spawns.csv,2,stable_spawn_id,ID,1,2,,,,
generated_spawns.csv,3,sector_x,INT,1,,,,,
generated_spawns.csv,4,sector_y,INT,1,,,,,
generated_spawns.csv,5,world_x,INT,1,,,,,
generated_spawns.csv,6,world_y,INT,1,,,,,
generated_spawns.csv,7,spawn_kind,ENUM,1,,,RESOURCE|MAP_ELEMENT|ENEMY|NPC|SHOP_ITEM|REWARD|EVENT_TRIGGER|SPECIAL_ITEM|DECORATION,,
generated_spawns.csv,8,definition_id,ID,1,,,,,
generated_spawns.csv,9,source_microchunk_id,ID,1,,,,,
generated_spawns.csv,10,source_slot_id,ID,1,,,,,
generated_spawns.csv,11,quantity,INT,1,,,,,
generated_spawns.csv,12,unique,BOOL,1,,,,,
generated_spawns.csv,13,persistent,BOOL,1,,,,,
generated_special_sites.csv,1,seed,ULONG,1,1,,,,
generated_special_sites.csv,2,site_instance_id,ID,1,2,,,,
generated_special_sites.csv,3,special_map_id,ID,1,,,,,
generated_special_sites.csv,4,origin_sector_x,INT,1,,,,,
generated_special_sites.csv,5,origin_sector_y,INT,1,,,,,
generated_special_sites.csv,6,footprint_width,INT,1,,,,,
generated_special_sites.csv,7,footprint_height,INT,1,,,,,
generated_special_sites.csv,8,rotation_or_mirror,ENUM,1,,,R0|MIRROR_X|MIRROR_Y|R180,,
generated_special_sites.csv,9,patch_instance_id,ID,1,,,,,
generated_special_sites.csv,10,entry_sector_x,INT,1,,,,,
generated_special_sites.csv,11,entry_sector_y,INT,1,,,,,
generated_special_sites.csv,12,entry_side,ENUM,1,,,L|R|U|D,,
generated_special_sites.csv,13,reservation_order,INT,1,,,,,
generated_tile_modifications_debug.csv,1,save_id,ID,1,1,,,,
generated_tile_modifications_debug.csv,2,sector_x,INT,1,2,,,,
generated_tile_modifications_debug.csv,3,sector_y,INT,1,3,,,,
generated_tile_modifications_debug.csv,4,local_tile_index,INT,1,4,,,,
generated_tile_modifications_debug.csv,5,modification_kind,ENUM,1,,,DESTROYED|COLLECTED|TRANSFORMED|DEVICE_STATE,,
generated_tile_modifications_debug.csv,6,state_value,STRING,1,,,,,
generated_tile_modifications_debug.csv,7,timestamp_utc,DATETIME,1,,,,,
generated_validation_results.csv,1,seed,ULONG,1,1,,,,
generated_validation_results.csv,2,result_order,INT,1,2,,,,
generated_validation_results.csv,3,validation_rule_id,ID,1,,,,,
generated_validation_results.csv,4,severity,ENUM,1,,,ERROR|WARNING|INFO,,
generated_validation_results.csv,5,passed,BOOL,1,,,,,
generated_validation_results.csv,6,sector_x,INT,0,,,,,
generated_validation_results.csv,7,sector_y,INT,0,,,,,
generated_validation_results.csv,8,world_x,INT,0,,,,,
generated_validation_results.csv,9,world_y,INT,0,,,,,
generated_validation_results.csv,10,related_ids,ID_LIST,0,,,,,
generated_validation_results.csv,11,measured_value,STRING,0,,,,,
generated_validation_results.csv,12,expected_value,STRING,0,,,,,
generated_validation_results.csv,13,message_ko,STRING,1,,,,,
generated_village_facilities.csv,1,seed,ULONG,1,1,,,,
generated_village_facilities.csv,2,village_instance_id,ID,1,2,,,,
generated_village_facilities.csv,3,facility_slot_id,ID,1,3,,,,
generated_village_facilities.csv,4,facility_id,ID,1,,,,,
generated_village_facilities.csv,5,sector_x,INT,1,,,,,
generated_village_facilities.csv,6,sector_y,INT,1,,,,,
generated_village_facilities.csv,7,chunk_x,INT,1,,,,,
generated_village_facilities.csv,8,chunk_y,INT,1,,,,,
generated_village_facilities.csv,9,shopkeeper_species_id,ID,0,,,,,
generated_village_facilities.csv,10,shop_instance_id,ID,0,,,,,
generated_village_facilities.csv,11,evacuated,BOOL,1,,,,,
generated_world_edges.csv,1,seed,ULONG,1,1,,,,
generated_world_edges.csv,2,from_sector_x,INT,1,2,,,,
generated_world_edges.csv,3,from_sector_y,INT,1,3,,,,
generated_world_edges.csv,4,side,ENUM,1,4,,L|R|U|D,,
generated_world_edges.csv,5,to_sector_x,INT,1,,,,,
generated_world_edges.csv,6,to_sector_y,INT,1,,,,,
generated_world_edges.csv,7,edge_layer,ENUM,1,,,MANDATORY|OPTIONAL|SITE_ENTRY,,
generated_world_edges.csv,8,traversal_kind,ENUM,1,,,WALK|DROP_CLIMB_PAIR|OPTIONAL_BREAK|HIDDEN,,
generated_world_edges.csv,9,open,BOOL,1,,,,,
generated_world_edges.csv,10,edge_signature_id,ID,1,,,,,
generated_world_edges.csv,11,cost_tiles,INT,1,,,,,
generated_world_sectors.csv,1,seed,ULONG,1,1,,,,
generated_world_sectors.csv,2,sector_x,INT,1,2,,,,
generated_world_sectors.csv,3,sector_y,INT,1,3,,,,
generated_world_sectors.csv,4,sector_role,ENUM,1,,,UNASSIGNED|MANDATORY|TYPE0|RESERVED_SITE|INACTIVE_BUFFER,,
generated_world_sectors.csv,5,primary_biome_id,ID,1,,,,,
generated_world_sectors.csv,6,secondary_biome_id,ID,0,,,,,
generated_world_sectors.csv,7,patch_id,ID,1,,,,,
generated_world_sectors.csv,8,route_mask_id,ID,1,,,,,
generated_world_sectors.csv,9,special_site_instance_id,ID,0,,,,,
generated_world_sectors.csv,10,boundary_profile_id,ID,0,,,,,
