world_x,world_y,reservation_kind,owner_id,semantics,micro_chunk_x,micro_chunk_y,pattern_x,pattern_y,is_final_tile,plan_digest
560,4,PlannedFootprint,SV5_PLACE_11_E64745F7462770DD,PLANNED_SHELL_NOT_FINAL_TILE,46,0,140,1,false,94c9f3a353e39984633a755af7842e87989e86dc97c3545ce87a4ac4da4397b7
561,4,PlannedFootprint,SV5_PLACE_11_E64745F7462770DD,PLANNED_SHELL_NOT_FINAL_TILE,46,0,140,1,false,94c9f3a353e39984633a755af7842e87989e86dc97c3545ce87a4ac4da4397b7
562,4,PlannedFootprint,SV5_PLACE_11_E64745F7462770DD,PLANNED_SHELL_NOT_FINAL_TILE,46,0,140,1,false,94c9f3a353e39984633a755af7842e87989e86dc97c3545ce87a4ac4da4397b7
563,4,PlannedFootprint,SV5_PLACE_11_E64745F7462770DD,PLANNED_SHELL_NOT_FINAL_TILE,46,0,140,1,false,94c9f3a353e39984633a755af7842e87989e86dc97c3545ce87a4ac4da4397b7
564,4,PlannedFootprint,SV5_PLACE_11_E64745F7462770DD,PLANNED_SHELL_NOT_FINAL_TILE,47,0,141,1,false,94c9f3a353e39984633a755af7842e87989e86dc97c3545ce87a4ac4da4397b7
565,4,PlannedFootprint,SV5_PLACE_11_E64745F7462770DD,PLANNED_SHELL_NOT_FINAL_TILE,47,0,141,1,false,94c9f3a353e39984633a755af7842e87989e86dc97c3545ce87a4ac4da4397b7
566,4,PlannedFootprint,SV5_PLACE_11_E64745F7462770DD,PLANNED_SHELL_NOT_FINAL_TILE,47,0,141,1,false,94c9f3a353e39984633a755af7842e87989e86dc97c3545ce87a4ac4da4397b7
567,4,PlannedFootprint,SV5_PLACE_11_E64745F7462770DD,PLANNED_SHELL_NOT_FINAL_TILE,47,0,141,1,false,94c9f3a353e39984633a755af7842e87989e86dc97c3545ce87a4ac4da4397b7
568,4,PlannedFootprint,SV5_PLACE_11_E64745F7462770DD,PLANNED_SHELL_NOT_FINAL_TILE,47,0,142,1,false,94c9f3a353e39984633a755af7842e87989e86dc97c3545ce87a4ac4da4397b7
569,4,PlannedFootprint,SV5_PLACE_11_E64745F7462770DD,PLANNED_SHELL_NOT_FINAL_TILE,47,0,142,1,false,94c9f3a353e39984633a755af7842e87989e86dc97c3545ce87a4ac4da4397b7
570,4,PlannedFootprint,SV5_PLACE_11_E64745F7462770DD,PLANNED_SHELL_NOT_FINAL_TILE,47,0,142,1,false,94c9f3a353e39984633a755af7842e87989e86dc97c3545ce87a4ac4da4397b7
571,4,PlannedFootprint,SV5_PLACE_11_E64745F7462770DD,PLANNED_SHELL_NOT_FINAL_TILE,47,0,142,1,false,94c9f3a353e39984633a755af7842e87989e86dc97c3545ce87a4ac4da4397b7
572,4,PlannedFootprint,SV5_PLACE_11_E64745F7462770DD,PLANNED_SHELL_NOT_FINAL_TILE,47,0,143,1,false,94c9f3a353e39984633a755af7842e87989e86dc97c3545ce87a4ac4da4397b7
573,4,PlannedFootprint,SV5_PLACE_11_E64745F7462770DD,PLANNED_SHELL_NOT_FINAL_TILE,47,0,143,1,false,94c9f3a353e39984633a755af7842e87989e86dc97c3545ce87a4ac4da4397b7
574,4,PlannedFootprint,SV5_PLACE_11_E64745F7462770DD,PLANNED_SHELL_NOT_FINAL_TILE,47,0,143,1,false,94c9f3a353e39984633a755af7842e87989e86dc97c3545ce87a4ac4da4397b7
575,4,PlannedFootprint,SV5_PLACE_11_E64745F7462770DD,PLANNED_SHELL_NOT_FINAL_TILE,47,0,143,1,false,94c9f3a353e39984633a755af7842e87989e86dc97c3545ce87a4ac4da4397b7
576,4,PlannedFootprint,SV5_PLACE_11_E64745F7462770DD,PLANNED_SHELL_NOT_FINAL_TILE,48,0,144,1,false,94c9f3a353e39984633a755af7842e87989e86dc97c3545ce87a4ac4da4397b7
577,4,PlannedFootprint,SV5_PLACE_11_E64745F7462770DD,PLANNED_SHELL_NOT_FINAL_TILE,48,0,144,1,false,94c9f3a353e39984633a755af7842e87989e86dc97c3545ce87a4ac4da4397b7
578,4,PlannedFootprint,SV5_PLACE_11_E64745F7462770DD,PLANNED_SHELL_NOT_FINAL_TILE,48,0,144,1,false,94c9f3a353e39984633a755af7842e87989e86dc97c3545ce87a4ac4da4397b7
579,4,PlannedFootprint,SV5_PLACE_11_E64745F7462770DD,PLANNED_SHELL_NOT_FINAL_TILE,48,0,144,1,false,94c9f3a353e39984633a755af7842e87989e86dc97c3545ce87a4ac4da4397b7
560,5,PlannedFootprint,SV5_PLACE_11_E64745F7462770DD,PLANNED_SHELL_NOT_FINAL_TILE,46,0,140,1,false,94c9f3a353e39984633a755af7842e87989e86dc97c3545ce87a4ac4da4397b7
561,5,PlannedFootprint,SV5_PLACE_11_E64745F7462770DD,PLANNED_SHELL_NOT_FINAL_TILE,46,0,140,1,false,94c9f3a353e39984633a755af7842e87989e86dc97c3545ce87a4ac4da4397b7
562,5,PlannedFootprint,SV5_PLACE_11_E64745F7462770DD,PLANNED_SHELL_NOT_FINAL_TILE,46,0,140,1,false,94c9f3a353e39984633a755af7842e87989e86dc97c3545ce87a4ac4da4397b7
563,5,PlannedFootprint,SV5_PLACE_11_E64745F7462770DD,PLANNED_SHELL_NOT_FINAL_TILE,46,0,140,1,false,94c9f3a353e39984633a755af7842e87989e86dc97c3545ce87a4ac4da4397b7
564,5,PlannedFootprint,SV5_PLACE_11_E64745F7462770DD,PLANNED_SHELL_NOT_FINAL_TILE,47,0,141,1,false,94c9f3a353e39984633a755af7842e87989e86dc97c3545ce87a4ac4da4397b7
565,5,PlannedFootprint,SV5_PLACE_11_E64745F7462770DD,PLANNED_SHELL_NOT_FINAL_TILE,47,0,141,1,false,94c9f3a353e39984633a755af7842e87989e86dc97c3545ce87a4ac4da4397b7
566,5,PlannedFootprint,SV5_PLACE_11_E64745F7462770DD,PLANNED_SHELL_NOT_FINAL_TILE,47,0,141,1,false,94c9f3a353e39984633a755af7842e87989e86dc97c3545ce87a4ac4da4397b7
567,5,PlannedFootprint,SV5_PLACE_11_E64745F7462770DD,PLANNED_SHELL_NOT_FINAL_TILE,47,0,141,1,false,94c9f3a353e39984633a755af7842e87989e86dc97c3545ce87a4ac4da4397b7
568,5,PlannedFootprint,SV5_PLACE_11_E64745F7462770DD,PLANNED_SHELL_NOT_FINAL_TILE,47,0,142,1,false,94c9f3a353e39984633a755af7842e87989e86dc97c3545ce87a4ac4da4397b7
569,5,PlannedFootprint,SV5_PLACE_11_E64745F7462770DD,PLANNED_SHELL_NOT_FINAL_TILE,47,0,142,1,false,94c9f3a353e39984633a755af7842e87989e86dc97c3545ce87a4ac4da4397b7
570,5,PlannedFootprint,SV5_PLACE_11_E64745F7462770DD,PLANNED_SHELL_NOT_FINAL_TILE,47,0,142,1,false,94c9f3a353e39984633a755af7842e87989e86dc97c3545ce87a4ac4da4397b7
571,5,PlannedFootprint,SV5_PLACE_11_E64745F7462770DD,PLANNED_SHELL_NOT_FINAL_TILE,47,0,142,1,false,94c9f3a353e39984633a755af7842e87989e86dc97c3545ce87a4ac4da4397b7
572,5,PlannedFootprint,SV5_PLACE_11_E64745F7462770DD,PLANNED_SHELL_NOT_FINAL_TILE,47,0,143,1,false,94c9f3a353e39984633a755af7842e87989e86dc97c3545ce87a4ac4da4397b7
573,5,PlannedFootprint,SV5_PLACE_11_E64745F7462770DD,PLANNED_SHELL_NOT_FINAL_TILE,47,0,143,1,false,94c9f3a353e39984633a755af7842e87989e86dc97c3545ce87a4ac4da4397b7
574,5,PlannedFootprint,SV5_PLACE_11_E64745F7462770DD,PLANNED_SHELL_NOT_FINAL_TILE,47,0,143,1,false,94c9f3a353e39984633a755af7842e87989e86dc97c3545ce87a4ac4da4397b7
575,5,PlannedFootprint,SV5_PLACE_11_E64745F7462770DD,PLANNED_SHELL_NOT_FINAL_TILE,47,0,143,1,false,94c9f3a353e39984633a755af7842e87989e86dc97c3545ce87a4ac4da4397b7
576,5,PlannedFootprint,SV5_PLACE_11_E64745F7462770DD,PLANNED_SHELL_NOT_FINAL_TILE,48,0,144,1,false,94c9f3a353e39984633a755af7842e87989e86dc97c3545ce87a4ac4da4397b7
577,5,PlannedFootprint,SV5_PLACE_11_E64745F7462770DD,PLANNED_SHELL_NOT_FINAL_TILE,48,0,144,1,false,94c9f3a353e39984633a755af7842e87989e86dc97c3545ce87a4ac4da4397b7
578,5,PlannedFootprint,SV5_PLACE_11_E64745F7462770DD,PLANNED_SHELL_NOT_FINAL_TILE,48,0,144,1,false,94c9f3a353e39984633a755af7842e87989e86dc97c3545ce87a4ac4da4397b7
579,5,PlannedFootprint,SV5_PLACE_11_E64745F7462770DD,PLANNED_SHELL_NOT_FINAL_TILE,48,0,144,1,false,94c9f3a353e39984633a755af7842e87989e86dc97c3545ce87a4ac4da4397b7
560,6,PlannedFootprint,SV5_PLACE_11_E64745F7462770DD,PLANNED_SHELL_NOT_FINAL_TILE,46,0,140,1,false,94c9f3a353e39984633a755af7842e87989e86dc97c3545ce87a4ac4da4397b7
561,6,PlannedFootprint,SV5_PLACE_11_E64745F7462770DD,PLANNED_SHELL_NOT_FINAL_TILE,46,0,140,1,false,94c9f3a353e39984633a755af7842e87989e86dc97c3545ce87a4ac4da4397b7
562,6,PlannedFootprint,SV5_PLACE_11_E64745F7462770DD,PLANNED_SHELL_NOT_FINAL_TILE,46,0,140,1,false,94c9f3a353e39984633a755af7842e87989e86dc97c3545ce87a4ac4da4397b7
563,6,PlannedFootprint,SV5_PLACE_11_E64745F7462770DD,PLANNED_SHELL_NOT_FINAL_TILE,46,0,140,1,false,94c9f3a353e39984633a755af7842e87989e86dc97c3545ce87a4ac4da4397b7
564,6,PlannedFootprint,SV5_PLACE_11_E64745F7462770DD,PLANNED_SHELL_NOT_FINAL_TILE,47,0,141,1,false,94c9f3a353e39984633a755af7842e87989e86dc97c3545ce87a4ac4da4397b7
565,6,PlannedFootprint,SV5_PLACE_11_E64745F7462770DD,PLANNED_SHELL_NOT_FINAL_TILE,47,0,141,1,false,94c9f3a353e39984633a755af7842e87989e86dc97c3545ce87a4ac4da4397b7
566,6,PlannedFootprint,SV5_PLACE_11_E64745F7462770DD,PLANNED_SHELL_NOT_FINAL_TILE,47,0,141,1,false,94c9f3a353e39984633a755af7842e87989e86dc97c3545ce87a4ac4da4397b7
567,6,PlannedFootprint,SV5_PLACE_11_E64745F7462770DD,PLANNED_SHELL_NOT_FINAL_TILE,47,0,141,1,false,94c9f3a353e39984633a755af7842e87989e86dc97c3545ce87a4ac4da4397b7
568,6,PlannedFootprint,SV5_PLACE_11_E64745F7462770DD,PLANNED_SHELL_NOT_FINAL_TILE,47,0,142,1,false,94c9f3a353e39984633a755af7842e87989e86dc97c3545ce87a4ac4da4397b7
569,6,PlannedFootprint,SV5_PLACE_11_E64745F7462770DD,PLANNED_SHELL_NOT_FINAL_TILE,47,0,142,1,false,94c9f3a353e39984633a755af7842e87989e86dc97c3545ce87a4ac4da4397b7
570,6,PlannedFootprint,SV5_PLACE_11_E64745F7462770DD,PLANNED_SHELL_NOT_FINAL_TILE,47,0,142,1,false,94c9f3a353e39984633a755af7842e87989e86dc97c3545ce87a4ac4da4397b7
