pattern_id,x,y,source_operation,tile_code,tile_role,collision_kind,material_token,fallback_tile_code,asset_reference_kind,missing_reason,protected_mask_policy,canonical_digest
MP_CRATER_BOWL,0,0,NO_CHANGE,MP_BOUNDARY_BLEND,BoundaryBlend,PassThrough,MAT_BOUNDARY_BLEND,MP_DEBUG_MISSING,MissingData,Boundary art not imported in MAP21_01,REJECT_CANDIDATE,e7029ea74e1595fec985913e69d397668e6a8bd30a39ebf3cf95d9ef3bff9698
MP_CRATER_BOWL,1,0,NO_CHANGE,MP_BOUNDARY_BLEND,BoundaryBlend,PassThrough,MAT_BOUNDARY_BLEND,MP_DEBUG_MISSING,MissingData,Boundary art not imported in MAP21_01,REJECT_CANDIDATE,db691f733f4a7b602a35bf399cb15424c1d6f41eae3d4dd6a78285e92aa61619
MP_CRATER_BOWL,2,0,NO_CHANGE,MP_BOUNDARY_BLEND,BoundaryBlend,PassThrough,MAT_BOUNDARY_BLEND,MP_DEBUG_MISSING,MissingData,Boundary art not imported in MAP21_01,REJECT_CANDIDATE,97511dc7f7061b8fb526e98bda48ca70a2c5026432bfcbcec28bb2ee8ceba94c
MP_CRATER_BOWL,3,0,NO_CHANGE,MP_BOUNDARY_BLEND,BoundaryBlend,PassThrough,MAT_BOUNDARY_BLEND,MP_DEBUG_MISSING,MissingData,Boundary art not imported in MAP21_01,REJECT_CANDIDATE,d309b5d265a293bdf482af7ec80537a1df8f090541fbfafdca129781d7d1e3df
MP_CRATER_BOWL,0,1,NO_CHANGE,MP_BOUNDARY_BLEND,BoundaryBlend,PassThrough,MAT_BOUNDARY_BLEND,MP_DEBUG_MISSING,MissingData,Boundary art not imported in MAP21_01,REJECT_CANDIDATE,c626cfd18e4498136977edfc79cfcc68c77023dbf5d9eba9bc0d7ce6fe3f9036
MP_CRATER_BOWL,1,1,CARVE_AIR,MP_BACKGROUND_CORE,Background,Background,MAT_BACKGROUND_NONE,MP_DEBUG_MISSING,MissingData,Background not imported in MAP21_01,REJECT_CANDIDATE,e0884f30b178bf9eaf50737d19b906048f9dafaac72573281ab211dbe65f8d79
MP_CRATER_BOWL,2,1,CARVE_AIR,MP_BACKGROUND_CORE,Background,Background,MAT_BACKGROUND_NONE,MP_DEBUG_MISSING,MissingData,Background not imported in MAP21_01,REJECT_CANDIDATE,ed98a3434db4a3635a9fa570cf6f8bdc432a0af4e9bb8552053f9ac48ec6374f
MP_CRATER_BOWL,3,1,NO_CHANGE,MP_BOUNDARY_BLEND,BoundaryBlend,PassThrough,MAT_BOUNDARY_BLEND,MP_DEBUG_MISSING,MissingData,Boundary art not imported in MAP21_01,REJECT_CANDIDATE,a7c399af645175d33aa17ecd869512532fdb234bb120e02bfa19806094558ce4
MP_CRATER_BOWL,0,2,CARVE_AIR,MP_BACKGROUND_CORE,Background,Background,MAT_BACKGROUND_NONE,MP_DEBUG_MISSING,MissingData,Background not imported in MAP21_01,REJECT_CANDIDATE,d14f8888e2c93f5911f8c15ecb41679c32c3457bd8bb8ff0faae1b411ba39f85
MP_CRATER_BOWL,1,2,CARVE_AIR,MP_BACKGROUND_CORE,Background,Background,MAT_BACKGROUND_NONE,MP_DEBUG_MISSING,MissingData,Background not imported in MAP21_01,REJECT_CANDIDATE,9423b14b9fcd70155596d58e5709551c341d2c711a625fe634db4ecb5bfd3d98
MP_CRATER_BOWL,2,2,CARVE_AIR,MP_BACKGROUND_CORE,Background,Background,MAT_BACKGROUND_NONE,MP_DEBUG_MISSING,MissingData,Background not imported in MAP21_01,REJECT_CANDIDATE,7ee45dcb88682e88d0949a88448a58a4b50c19f47cc654d00196d9f92e1770a6
MP_CRATER_BOWL,3,2,CARVE_AIR,MP_BACKGROUND_CORE,Background,Background,MAT_BACKGROUND_NONE,MP_DEBUG_MISSING,MissingData,Background not imported in MAP21_01,REJECT_CANDIDATE,4359c695605a64bdb55da1b148d6a33e4d557558d63f078efcc0801831e9646b
MP_CRATER_BOWL,0,3,NO_CHANGE,MP_BOUNDARY_BLEND,BoundaryBlend,PassThrough,MAT_BOUNDARY_BLEND,MP_DEBUG_MISSING,MissingData,Boundary art not imported in MAP21_01,REJECT_CANDIDATE,8f6c2a52607cc3192fc61fc28d0f334a96844f3b216675a3f3b3ebf1f4721b22
MP_CRATER_BOWL,1,3,CARVE_AIR,MP_BACKGROUND_CORE,Background,Background,MAT_BACKGROUND_NONE,MP_DEBUG_MISSING,MissingData,Background not imported in MAP21_01,REJECT_CANDIDATE,80ca20e917bfaad29fb39f070c9a29a043435be2c8ea241cceced50a4c8c5ac8
MP_CRATER_BOWL,2,3,CARVE_AIR,MP_BACKGROUND_CORE,Background,Background,MAT_BACKGROUND_NONE,MP_DEBUG_MISSING,MissingData,Background not imported in MAP21_01,REJECT_CANDIDATE,e7daf8d193650acdb0fb17632b5fb9ce55aee735d4b69b225c786f5772d79fee
MP_CRATER_BOWL,3,3,NO_CHANGE,MP_BOUNDARY_BLEND,BoundaryBlend,PassThrough,MAT_BOUNDARY_BLEND,MP_DEBUG_MISSING,MissingData,Boundary art not imported in MAP21_01,REJECT_CANDIDATE,1a7b553063a5761fcf817e955348f14535676dcbf9e74f403ce22cdb30eea7d2
MP_CRATER_BROKEN_SLOPE,0,0,ADD_SOLID,MP_STEP_CORE,SlopeOrStep,PassThrough,MAT_MOONSTONE,MP_DEBUG_MISSING,MissingData,Sprite not imported in MAP21_01,REJECT_CANDIDATE,126cede91577d55af160d6b91bcf793c5ee5a823179e497c52de02a9e97786a9
MP_CRATER_BROKEN_SLOPE,1,0,ADD_SOLID,MP_STEP_CORE,SlopeOrStep,PassThrough,MAT_MOONSTONE,MP_DEBUG_MISSING,MissingData,Sprite not imported in MAP21_01,REJECT_CANDIDATE,8538c276a1e058bd046119b253201f750db9eaf24f2efafe91b77e095d7d0b80
MP_CRATER_BROKEN_SLOPE,2,0,ADD_SOLID,MP_STEP_CORE,SlopeOrStep,PassThrough,MAT_MOONSTONE,MP_DEBUG_MISSING,MissingData,Sprite not imported in MAP21_01,REJECT_CANDIDATE,bd25af281168efadbfc526422c42a5c48a44f2ed1b7d24ab3e4fe20cf6cc4fa1
MP_CRATER_BROKEN_SLOPE,3,0,ADD_SOLID,MP_STEP_CORE,SlopeOrStep,PassThrough,MAT_MOONSTONE,MP_DEBUG_MISSING,MissingData,Sprite not imported in MAP21_01,REJECT_CANDIDATE,e3b077329742b3fa50b2650052b083c02cfd1cab2c9842a3610b1a59c9807264
MP_CRATER_BROKEN_SLOPE,0,1,NO_CHANGE,MP_BOUNDARY_BLEND,BoundaryBlend,PassThrough,MAT_BOUNDARY_BLEND,MP_DEBUG_MISSING,MissingData,Boundary art not imported in MAP21_01,REJECT_CANDIDATE,620ed3cbef0d5d3713ee738b93a1b5bbb0b2e8129c46bae64fdcecc6f01f9132
MP_CRATER_BROKEN_SLOPE,1,1,ADD_SOLID,MP_STEP_CORE,SlopeOrStep,PassThrough,MAT_MOONSTONE,MP_DEBUG_MISSING,MissingData,Sprite not imported in MAP21_01,REJECT_CANDIDATE,6f964e66069f565a65e047f952753d43b55e227c522cfd5fe0b48f4122ecf3a4
MP_CRATER_BROKEN_SLOPE,2,1,ADD_SOLID,MP_STEP_CORE,SlopeOrStep,PassThrough,MAT_MOONSTONE,MP_DEBUG_MISSING,MissingData,Sprite not imported in MAP21_01,REJECT_CANDIDATE,d125aac5275d774a4b48daf1d4ae681e827a13ebec8567a700fc624061a7803d
MP_CRATER_BROKEN_SLOPE,3,1,ADD_SOLID,MP_STEP_CORE,SlopeOrStep,PassThrough,MAT_MOONSTONE,MP_DEBUG_MISSING,MissingData,Sprite not imported in MAP21_01,REJECT_CANDIDATE,67b1c200d2f955e14d9dcc46f7a4668de7db06bbd7d7dd1e807c0fcfd72b4138
MP_CRATER_BROKEN_SLOPE,0,2,NO_CHANGE,MP_BOUNDARY_BLEND,BoundaryBlend,PassThrough,MAT_BOUNDARY_BLEND,MP_DEBUG_MISSING,MissingData,Boundary art not imported in MAP21_01,REJECT_CANDIDATE,e84bbd01ca705f37284141e60f3ce30cf900d4a828f536dbba97b31a0ba0ad31
MP_CRATER_BROKEN_SLOPE,1,2,NO_CHANGE,MP_BOUNDARY_BLEND,BoundaryBlend,PassThrough,MAT_BOUNDARY_BLEND,MP_DEBUG_MISSING,MissingData,Boundary art not imported in MAP21_01,REJECT_CANDIDATE,59bf4e08df0ebf31416bcc9d36a22ba5842a7484cac6409b0bc8fa14d2089f91
MP_CRATER_BROKEN_SLOPE,2,2,ADD_SOLID,MP_STEP_CORE,SlopeOrStep,PassThrough,MAT_MOONSTONE,MP_DEBUG_MISSING,MissingData,Sprite not imported in MAP21_01,REJECT_CANDIDATE,9f347170c2bdff176cc722d7d45ec50eea05037054e671698b1de5c08a1e710f
MP_CRATER_BROKEN_SLOPE,3,2,ADD_SOLID,MP_STEP_CORE,SlopeOrStep,PassThrough,MAT_MOONSTONE,MP_DEBUG_MISSING,MissingData,Sprite not imported in MAP21_01,REJECT_CANDIDATE,d89b1b75d2ba8714b22debca6affb5eeacac3d1512e38646c58c68b9055edd53
MP_CRATER_BROKEN_SLOPE,0,3,NO_CHANGE,MP_BOUNDARY_BLEND,BoundaryBlend,PassThrough,MAT_BOUNDARY_BLEND,MP_DEBUG_MISSING,MissingData,Boundary art not imported in MAP21_01,REJECT_CANDIDATE,4c435b07feb068f52964cdcd5964207d5ec9cbadd3a943b14b4e76a696f218c8
MP_CRATER_BROKEN_SLOPE,1,3,NO_CHANGE,MP_BOUNDARY_BLEND,BoundaryBlend,PassThrough,MAT_BOUNDARY_BLEND,MP_DEBUG_MISSING,MissingData,Boundary art not imported in MAP21_01,REJECT_CANDIDATE,f2613b35c67db17abc4dd87ac05256381f60529559d7c9277592a479c643853e
MP_CRATER_BROKEN_SLOPE,2,3,NO_CHANGE,MP_BOUNDARY_BLEND,BoundaryBlend,PassThrough,MAT_BOUNDARY_BLEND,MP_DEBUG_MISSING,MissingData,Boundary art not imported in MAP21_01,REJECT_CANDIDATE,8d302ead1b6a93dc5eb5bf63026ec62b2bb06447f7fae7e73055ddf4e1f08922
MP_CRATER_BROKEN_SLOPE,3,3,ADD_SOLID,MP_STEP_CORE,SlopeOrStep,PassThrough,MAT_MOONSTONE,MP_DEBUG_MISSING,MissingData,Sprite not imported in MAP21_01,REJECT_CANDIDATE,93e991dfa6919604e89adc0db31d98b8b8cfccd34e0f141075b2e9fa23338d78
MP_CRATER_DUST_PATCH,0,0,NO_CHANGE,MP_BOUNDARY_BLEND,BoundaryBlend,PassThrough,MAT_BOUNDARY_BLEND,MP_DEBUG_MISSING,MissingData,Boundary art not imported in MAP21_01,FORCE_NO_CHANGE,c8d99ba242f1c89647a607a9caebc26e67c1dbae4bfb9f060f6177d77bb0d88a
MP_CRATER_DUST_PATCH,1,0,NO_CHANGE,MP_BOUNDARY_BLEND,BoundaryBlend,PassThrough,MAT_BOUNDARY_BLEND,MP_DEBUG_MISSING,MissingData,Boundary art not imported in MAP21_01,FORCE_NO_CHANGE,6763c3e4ae14df3bd884e926d61ac79a208bbbc834bd08c9d332dba76b80493f
MP_CRATER_DUST_PATCH,2,0,NO_CHANGE,MP_BOUNDARY_BLEND,BoundaryBlend,PassThrough,MAT_BOUNDARY_BLEND,MP_DEBUG_MISSING,MissingData,Boundary art not imported in MAP21_01,FORCE_NO_CHANGE,e02b460ec813a1b007e867bc765f03170189018cf9eaff7ad794f25b7630bff9
MP_CRATER_DUST_PATCH,3,0,NO_CHANGE,MP_BOUNDARY_BLEND,BoundaryBlend,PassThrough,MAT_BOUNDARY_BLEND,MP_DEBUG_MISSING,MissingData,Boundary art not imported in MAP21_01,FORCE_NO_CHANGE,6417d236b5f66f1919798d2506730b610a163388cda3fbc6700fb9a10ece44df
MP_CRATER_DUST_PATCH,0,1,NO_CHANGE,MP_BOUNDARY_BLEND,BoundaryBlend,PassThrough,MAT_BOUNDARY_BLEND,MP_DEBUG_MISSING,MissingData,Boundary art not imported in MAP21_01,FORCE_NO_CHANGE,39d5a5a77479ae538f27612acb42e280aa495b0ec412bda566661eeb6d728753
MP_CRATER_DUST_PATCH,1,1,NO_CHANGE,MP_BOUNDARY_BLEND,BoundaryBlend,PassThrough,MAT_BOUNDARY_BLEND,MP_DEBUG_MISSING,MissingData,Boundary art not imported in MAP21_01,FORCE_NO_CHANGE,a7a926d91841c1378febb136720fd1a35e7fa3092bfd476e974e75e897b0a58f
MP_CRATER_DUST_PATCH,2,1,NO_CHANGE,MP_BOUNDARY_BLEND,BoundaryBlend,PassThrough,MAT_BOUNDARY_BLEND,MP_DEBUG_MISSING,MissingData,Boundary art not imported in MAP21_01,FORCE_NO_CHANGE,e805d726810f7c12448aab8ce9091eedb51c120dfafee4d0fb9d095195208fbd
MP_CRATER_DUST_PATCH,3,1,NO_CHANGE,MP_BOUNDARY_BLEND,BoundaryBlend,PassThrough,MAT_BOUNDARY_BLEND,MP_DEBUG_MISSING,MissingData,Boundary art not imported in MAP21_01,FORCE_NO_CHANGE,ccbe14d3205feb47fabca695a684b6b9a709c5609e044f6cbeb56be2f1454f08
MP_CRATER_DUST_PATCH,0,2,NO_CHANGE,MP_BOUNDARY_BLEND,BoundaryBlend,PassThrough,MAT_BOUNDARY_BLEND,MP_DEBUG_MISSING,MissingData,Boundary art not imported in MAP21_01,FORCE_NO_CHANGE,cefd462798d7b8834b932c5eb76349afdde5d927c0c1e47be7791a28bdebc95e
MP_CRATER_DUST_PATCH,1,2,NO_CHANGE,MP_BOUNDARY_BLEND,BoundaryBlend,PassThrough,MAT_BOUNDARY_BLEND,MP_DEBUG_MISSING,MissingData,Boundary art not imported in MAP21_01,FORCE_NO_CHANGE,818d080a734a028a18854b216f02ca14a485aa75a3607bf042ee4ad2205f1746
MP_CRATER_DUST_PATCH,2,2,NO_CHANGE,MP_BOUNDARY_BLEND,BoundaryBlend,PassThrough,MAT_BOUNDARY_BLEND,MP_DEBUG_MISSING,MissingData,Boundary art not imported in MAP21_01,FORCE_NO_CHANGE,33c6b47c629bbf65a27778724dc14f164d8d8ef6139e761dfe301ba468521009
