pattern_id,write_mask,cells_row_major_16,semantic_hash,variants,actual_cell_digest,plan_digest
"INFILL_0b0700d16004ed4b0db1c9cda4821782976038246f3a083e329d30caba8e2ae8","61427","Solid|Solid|Unknown|Unknown|Air|Air|Solid|Solid|Air|Air|Air|Air|Unknown|Air|Air|Air","0b0700d16004ed4b0db1c9cda4821782976038246f3a083e329d30caba8e2ae8","LOOP_SHELF","07b1a78a822c1a04f8ae5457361b23861ad25a75c59459dd0ea5997a7f1f0d55","208044b6478412daf2bad89002ce662f66af6b2f7a9c907a0071786d735e4e4d"
"INFILL_0c0b1ba6722dd6d3ef113e9ae80c232e1dc787ae0cb249b9f81e174e6368ad05","61120","Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Solid|Solid|Unknown|Solid|Air|Air|Unknown|Air|Air|Air","0c0b1ba6722dd6d3ef113e9ae80c232e1dc787ae0cb249b9f81e174e6368ad05","LOOP_SHELF","bd8165ec847ba97cb151ada5196fb76ed334538736ae5abc4fb45c3853cd2f71","208044b6478412daf2bad89002ce662f66af6b2f7a9c907a0071786d735e4e4d"
"INFILL_0de03e2d0b7890b37f096153eab8a59d80f43c2454b4789658538dddc3a9a9e0","60416","Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Solid|Solid|Unknown|Solid|Air|Air","0de03e2d0b7890b37f096153eab8a59d80f43c2454b4789658538dddc3a9a9e0","LOOP_SHELF","924d160df0d32606bd9c2bcb5ea821de723671254fd0346acb4e01ddf09342dc","208044b6478412daf2bad89002ce662f66af6b2f7a9c907a0071786d735e4e4d"
"INFILL_0e15b63e32a9e38d151f268994fdf557efaba36e59dbaa824137de56138640ab","110","Unknown|Air|Air|Air|Unknown|Air|Air|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown","0e15b63e32a9e38d151f268994fdf557efaba36e59dbaa824137de56138640ab","LOOP_SHELF","924d160df0d32606bd9c2bcb5ea821de723671254fd0346acb4e01ddf09342dc","208044b6478412daf2bad89002ce662f66af6b2f7a9c907a0071786d735e4e4d"
"INFILL_1243ba33cd1dd013889ec9d17a094a5353485a628473b725142bb50965bd1dcd","55","Air|Air|Air|Unknown|Air|Air|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown","1243ba33cd1dd013889ec9d17a094a5353485a628473b725142bb50965bd1dcd","LOOP_SCALLOP","2d0cc28de5ef1682839ec56164c9c43373cc0f9f33d96d2c29a3ea75a0c06ae6","208044b6478412daf2bad89002ce662f66af6b2f7a9c907a0071786d735e4e4d"
"INFILL_14c466c091124bbba0a93a03fede5adb2b87808429e39e5a8972a378b35c8e74","53239","Air|Solid|Solid|Unknown|Air|Air|Air|Solid|Air|Air|Air|Air|Unknown|Unknown|Air|Air","14c466c091124bbba0a93a03fede5adb2b87808429e39e5a8972a378b35c8e74","LOOP_SCALLOP","5755499523b5666a90fc2a8b01f92ad41baba2881821cf189a61533df906d0e2","208044b6478412daf2bad89002ce662f66af6b2f7a9c907a0071786d735e4e4d"
"INFILL_199b48a09474ae32fcd77a9bbd202348f729ff1f48af2688d3b1733faa6041bf","13072","Unknown|Unknown|Unknown|Unknown|Solid|Unknown|Unknown|Unknown|Air|Solid|Unknown|Unknown|Air|Air|Unknown|Unknown","199b48a09474ae32fcd77a9bbd202348f729ff1f48af2688d3b1733faa6041bf","LOOP_SHELF","07b1a78a822c1a04f8ae5457361b23861ad25a75c59459dd0ea5997a7f1f0d55","208044b6478412daf2bad89002ce662f66af6b2f7a9c907a0071786d735e4e4d"
"INFILL_1af92f90d0e8927133b73d0eec6adebacdbb2a655b55c4066b4e8eea841497ac","52352","Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Solid|Unknown|Unknown|Solid|Air|Unknown|Unknown|Air|Air","1af92f90d0e8927133b73d0eec6adebacdbb2a655b55c4066b4e8eea841497ac","LOOP_SHELF","bd8049304779639e1a09a501737a0bcd4de489ec019c2524308b67bcbaf32ce8","208044b6478412daf2bad89002ce662f66af6b2f7a9c907a0071786d735e4e4d"
"INFILL_20651d3a0283dc120f2ccced3c825131ad662038b5511455a5dd48ad573183bb","29440","Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Solid|Solid|Unknown|Unknown|Air|Air|Solid|Unknown","20651d3a0283dc120f2ccced3c825131ad662038b5511455a5dd48ad573183bb","LOOP_SCALLOP","5755499523b5666a90fc2a8b01f92ad41baba2881821cf189a61533df906d0e2","208044b6478412daf2bad89002ce662f66af6b2f7a9c907a0071786d735e4e4d"
"INFILL_20ecb2556e8547d321d37cb1edbed49b7440bbc146287fb9dbb309304c000b1b","61128","Unknown|Unknown|Unknown|Solid|Unknown|Unknown|Solid|Air|Unknown|Solid|Air|Air|Unknown|Air|Air|Air","20ecb2556e8547d321d37cb1edbed49b7440bbc146287fb9dbb309304c000b1b","LOOP_SHELF","fed86efa8886de64cde0d4d462f237ca89d604db18716295ce05d426508a4a4c","208044b6478412daf2bad89002ce662f66af6b2f7a9c907a0071786d735e4e4d"
"INFILL_23d630b69e0e4d2ecec39f0a6585165f6c20c38e776710e57b4600365efcfe83","12288","Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Solid|Solid|Unknown|Unknown","23d630b69e0e4d2ecec39f0a6585165f6c20c38e776710e57b4600365efcfe83","LOOP_SHELF","07b1a78a822c1a04f8ae5457361b23861ad25a75c59459dd0ea5997a7f1f0d55","208044b6478412daf2bad89002ce662f66af6b2f7a9c907a0071786d735e4e4d"
"INFILL_2c585caebd07cf85df6418eab01f3323e96d3dda90372e346a07349c0462c833","23","Air|Air|Air|Unknown|Air|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown","2c585caebd07cf85df6418eab01f3323e96d3dda90372e346a07349c0462c833","LOOP_SHELF","5d3239dca4dc12392046c2bf5f5485e188f60a164921cb9e3434334ffa4f09e6","208044b6478412daf2bad89002ce662f66af6b2f7a9c907a0071786d735e4e4d"
"INFILL_310bedad7a44f66ad15986d2540d55c08138f5985a2d900243d5b00ff9c87722","12","Unknown|Unknown|Air|Air|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown","310bedad7a44f66ad15986d2540d55c08138f5985a2d900243d5b00ff9c87722","LOOP_SCALLOP|LOOP_SHELF","a3693555ee5183066574b708dfe8db642f25ae88c18097672bb6f0fc7f4e4526","208044b6478412daf2bad89002ce662f66af6b2f7a9c907a0071786d735e4e4d"
"INFILL_3190a32ef8005250d12db39820b5e66463764eec30e804cdc6d7a7c49adbe837","383","Air|Air|Air|Air|Air|Air|Air|Unknown|Air|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown","3190a32ef8005250d12db39820b5e66463764eec30e804cdc6d7a7c49adbe837","LOOP_SCALLOP","2d0cc28de5ef1682839ec56164c9c43373cc0f9f33d96d2c29a3ea75a0c06ae6","208044b6478412daf2bad89002ce662f66af6b2f7a9c907a0071786d735e4e4d"
"INFILL_3448a24c1fad72cc815561fd8de3c9b68d38c2590e4c6f44addb43b186bfe1ba","6","Unknown|Air|Air|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown","3448a24c1fad72cc815561fd8de3c9b68d38c2590e4c6f44addb43b186bfe1ba","LOOP_SCALLOP|LOOP_SHELF","41ada846546141cef17d8bf6f110b4e20d677ff9dc0a4dd6fac4c10f7bda97a6","208044b6478412daf2bad89002ce662f66af6b2f7a9c907a0071786d735e4e4d"
"INFILL_34db596c7952e39f849dc6719e0e1e0fd474f47529a8c24d8ca10aabf252bdea","207","Air|Air|Air|Air|Unknown|Unknown|Air|Air|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown","34db596c7952e39f849dc6719e0e1e0fd474f47529a8c24d8ca10aabf252bdea","LOOP_SCALLOP","95e6e532ee1d87a15d0eb24dac76cc02e5f2b1f3df80038bce6702234c68322d","208044b6478412daf2bad89002ce662f66af6b2f7a9c907a0071786d735e4e4d"
"INFILL_36978e0dc065c5f10face042fe9717c59e00144dd368f06ed2d50ceeb80dfb65","30208","Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Solid|Solid|Unknown|Solid|Air|Air|Unknown","36978e0dc065c5f10face042fe9717c59e00144dd368f06ed2d50ceeb80dfb65","LOOP_SCALLOP|LOOP_SHELF","d7cfc5737b22de3c28b4a3a6a5180a3ea7529013bc3da65ec0c3521c033c4879","208044b6478412daf2bad89002ce662f66af6b2f7a9c907a0071786d735e4e4d"
"INFILL_3a5f6927e82db9b284c2754adc6e838528fca039839c0af9c66f9af46bf7e79e","32768","Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Solid","3a5f6927e82db9b284c2754adc6e838528fca039839c0af9c66f9af46bf7e79e","LOOP_SCALLOP","2d0cc28de5ef1682839ec56164c9c43373cc0f9f33d96d2c29a3ea75a0c06ae6","208044b6478412daf2bad89002ce662f66af6b2f7a9c907a0071786d735e4e4d"
"INFILL_3a9d0237704e095f598554a41e2dc3355cbba359027c80f1384c4ed10ea4b245","63232","Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Solid|Solid|Solid|Unknown|Air|Air|Air|Solid","3a9d0237704e095f598554a41e2dc3355cbba359027c80f1384c4ed10ea4b245","LOOP_SCALLOP","95e6e532ee1d87a15d0eb24dac76cc02e5f2b1f3df80038bce6702234c68322d","208044b6478412daf2bad89002ce662f66af6b2f7a9c907a0071786d735e4e4d"
"INFILL_3b2b3381187cb24f38b5992949d4e2a7553b93cd1a672227341544b17fdc3ad2","13056","Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Solid|Solid|Unknown|Unknown|Air|Air|Unknown|Unknown","3b2b3381187cb24f38b5992949d4e2a7553b93cd1a672227341544b17fdc3ad2","LOOP_SCALLOP","55d6346e5a6aab195166bded36360dae2bb3f2f05e2c2bdaac219e87440e0eca","208044b6478412daf2bad89002ce662f66af6b2f7a9c907a0071786d735e4e4d"
"INFILL_3d9da09739a55284aa1a9bbfd578f645631baed738dac23dd328837fa43b1138","8","Unknown|Unknown|Unknown|Air|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown","3d9da09739a55284aa1a9bbfd578f645631baed738dac23dd328837fa43b1138","LOOP_SCALLOP","5755499523b5666a90fc2a8b01f92ad41baba2881821cf189a61533df906d0e2","208044b6478412daf2bad89002ce662f66af6b2f7a9c907a0071786d735e4e4d"
"INFILL_3edb8f05b245ed940136479b0419bc6e6d3285bf59704802a53e2c4ae69b7176","255","Air|Air|Air|Air|Air|Air|Air|Air|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown","3edb8f05b245ed940136479b0419bc6e6d3285bf59704802a53e2c4ae69b7176","LOOP_SCALLOP","95e6e532ee1d87a15d0eb24dac76cc02e5f2b1f3df80038bce6702234c68322d","208044b6478412daf2bad89002ce662f66af6b2f7a9c907a0071786d735e4e4d"
"INFILL_4c7fe6724b0fb070e7701d3481fe221aed9f9a01a0e3fe3e767bef5ad485c872","239","Air|Air|Air|Air|Unknown|Air|Air|Air|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown","4c7fe6724b0fb070e7701d3481fe221aed9f9a01a0e3fe3e767bef5ad485c872","LOOP_SHELF","07b1a78a822c1a04f8ae5457361b23861ad25a75c59459dd0ea5997a7f1f0d55","208044b6478412daf2bad89002ce662f66af6b2f7a9c907a0071786d735e4e4d"
"INFILL_54e19eb01b33ea812bca45a636d61ed095ac232417ae6b94e338732fd03519c4","65224","Unknown|Unknown|Unknown|Solid|Unknown|Unknown|Solid|Air|Unknown|Solid|Air|Air|Solid|Air|Air|Air","54e19eb01b33ea812bca45a636d61ed095ac232417ae6b94e338732fd03519c4","LOOP_SCALLOP","879af8aef2ee92a2cdd9ee3f17074ee351e423e36ae08e330cf535d4e4d49f91","208044b6478412daf2bad89002ce662f66af6b2f7a9c907a0071786d735e4e4d"
"INFILL_555c36d667342851af92570fa8395dde5b2166ec0d5a17165685bed708a93258","65392","Unknown|Unknown|Unknown|Unknown|Solid|Solid|Solid|Unknown|Air|Air|Air|Solid|Air|Air|Air|Air","555c36d667342851af92570fa8395dde5b2166ec0d5a17165685bed708a93258","LOOP_SCALLOP","339695ad886de94f5d02e66f7d760254075afa92e19d0546adb01dbf20a0b376","208044b6478412daf2bad89002ce662f66af6b2f7a9c907a0071786d735e4e4d"
