sidepath_id,check,status,states,orders,bypass_count,plan_digest
SV5_SIDE_0cb62cb345805a17bb7e,ACTUAL_AIR_CENTERLINE,PASS,9,6,0,03502fb599d4b513036ade56d0eac06e8cbd5ade6a2adbf028d5e2e588a11bcd
SV5_SIDE_0cb62cb345805a17bb7e,FINAL_TOPOLOGY_AND_PRODUCT,PASS,9,6,0,03502fb599d4b513036ade56d0eac06e8cbd5ade6a2adbf028d5e2e588a11bcd
SV5_SIDE_1495e09068e8c426e9e6,ACTUAL_AIR_CENTERLINE,PASS,9,6,0,03502fb599d4b513036ade56d0eac06e8cbd5ade6a2adbf028d5e2e588a11bcd
SV5_SIDE_1495e09068e8c426e9e6,FINAL_TOPOLOGY_AND_PRODUCT,PASS,9,6,0,03502fb599d4b513036ade56d0eac06e8cbd5ade6a2adbf028d5e2e588a11bcd
SV5_SIDE_31a75146ffcc4dc21d78,ACTUAL_AIR_CENTERLINE,PASS,9,6,0,03502fb599d4b513036ade56d0eac06e8cbd5ade6a2adbf028d5e2e588a11bcd
SV5_SIDE_31a75146ffcc4dc21d78,FINAL_TOPOLOGY_AND_PRODUCT,PASS,9,6,0,03502fb599d4b513036ade56d0eac06e8cbd5ade6a2adbf028d5e2e588a11bcd
SV5_SIDE_336f2a8c1afc9d65c169,ACTUAL_AIR_CENTERLINE,PASS,9,6,0,03502fb599d4b513036ade56d0eac06e8cbd5ade6a2adbf028d5e2e588a11bcd
SV5_SIDE_336f2a8c1afc9d65c169,FINAL_TOPOLOGY_AND_PRODUCT,PASS,9,6,0,03502fb599d4b513036ade56d0eac06e8cbd5ade6a2adbf028d5e2e588a11bcd
SV5_SIDE_37496acd145494f3b8f1,ACTUAL_AIR_CENTERLINE,PASS,9,6,0,03502fb599d4b513036ade56d0eac06e8cbd5ade6a2adbf028d5e2e588a11bcd
SV5_SIDE_37496acd145494f3b8f1,FINAL_TOPOLOGY_AND_PRODUCT,PASS,9,6,0,03502fb599d4b513036ade56d0eac06e8cbd5ade6a2adbf028d5e2e588a11bcd
SV5_SIDE_45703ee74904f9be8856,ACTUAL_AIR_CENTERLINE,PASS,9,6,0,03502fb599d4b513036ade56d0eac06e8cbd5ade6a2adbf028d5e2e588a11bcd
SV5_SIDE_45703ee74904f9be8856,FINAL_TOPOLOGY_AND_PRODUCT,PASS,9,6,0,03502fb599d4b513036ade56d0eac06e8cbd5ade6a2adbf028d5e2e588a11bcd
SV5_SIDE_49b2922afa408271f9d8,ACTUAL_AIR_CENTERLINE,PASS,9,6,0,03502fb599d4b513036ade56d0eac06e8cbd5ade6a2adbf028d5e2e588a11bcd
SV5_SIDE_49b2922afa408271f9d8,FINAL_TOPOLOGY_AND_PRODUCT,PASS,9,6,0,03502fb599d4b513036ade56d0eac06e8cbd5ade6a2adbf028d5e2e588a11bcd
SV5_SIDE_85c0be8e6f9f1bcdea0d,ACTUAL_AIR_CENTERLINE,PASS,9,6,0,03502fb599d4b513036ade56d0eac06e8cbd5ade6a2adbf028d5e2e588a11bcd
SV5_SIDE_85c0be8e6f9f1bcdea0d,FINAL_TOPOLOGY_AND_PRODUCT,PASS,9,6,0,03502fb599d4b513036ade56d0eac06e8cbd5ade6a2adbf028d5e2e588a11bcd
SV5_SIDE_8e6109d14008fc53f949,ACTUAL_AIR_CENTERLINE,PASS,9,6,0,03502fb599d4b513036ade56d0eac06e8cbd5ade6a2adbf028d5e2e588a11bcd
SV5_SIDE_8e6109d14008fc53f949,FINAL_TOPOLOGY_AND_PRODUCT,PASS,9,6,0,03502fb599d4b513036ade56d0eac06e8cbd5ade6a2adbf028d5e2e588a11bcd
SV5_SIDE_8e9a6d2b73e2ee7f49a3,ACTUAL_AIR_CENTERLINE,PASS,9,6,0,03502fb599d4b513036ade56d0eac06e8cbd5ade6a2adbf028d5e2e588a11bcd
SV5_SIDE_8e9a6d2b73e2ee7f49a3,FINAL_TOPOLOGY_AND_PRODUCT,PASS,9,6,0,03502fb599d4b513036ade56d0eac06e8cbd5ade6a2adbf028d5e2e588a11bcd
SV5_SIDE_f194fe84c21dfea14cfd,ACTUAL_AIR_CENTERLINE,PASS,9,6,0,03502fb599d4b513036ade56d0eac06e8cbd5ade6a2adbf028d5e2e588a11bcd
SV5_SIDE_f194fe84c21dfea14cfd,FINAL_TOPOLOGY_AND_PRODUCT,PASS,9,6,0,03502fb599d4b513036ade56d0eac06e8cbd5ade6a2adbf028d5e2e588a11bcd
SV5_SIDE_f1fa3804c54b295f484f,ACTUAL_AIR_CENTERLINE,PASS,9,6,0,03502fb599d4b513036ade56d0eac06e8cbd5ade6a2adbf028d5e2e588a11bcd
SV5_SIDE_f1fa3804c54b295f484f,FINAL_TOPOLOGY_AND_PRODUCT,PASS,9,6,0,03502fb599d4b513036ade56d0eac06e8cbd5ade6a2adbf028d5e2e588a11bcd
