edge_id,source_node_id,target_node_id,condition,from_port_id,to_port_id,cell_ordinal,world_x,world_y,static_traversal_contract
"0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3","25106024ba2b119900ae0ddd27b4ed5900cd904288ad09482650f35774c4eb1c","9f205e3136515f7b3ccb77c93c7238adefb24933728722c9e29b0a0d6b6fcd47","NORMAL_FORGE_RETURN","RMAP15_SITE_FORGE_PORT_EXIT","RMAP15_SITE_START_PORT_ENTRY","0","523","134","PLAYER_0.4x0.8|STEP_MAX_1|JUMP_MAX_2|GRAB_REQUIRED_FOR_VERTICAL"
"0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3","25106024ba2b119900ae0ddd27b4ed5900cd904288ad09482650f35774c4eb1c","9f205e3136515f7b3ccb77c93c7238adefb24933728722c9e29b0a0d6b6fcd47","NORMAL_FORGE_RETURN","RMAP15_SITE_FORGE_PORT_EXIT","RMAP15_SITE_START_PORT_ENTRY","1","523","135","PLAYER_0.4x0.8|STEP_MAX_1|JUMP_MAX_2|GRAB_REQUIRED_FOR_VERTICAL"
"0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3","25106024ba2b119900ae0ddd27b4ed5900cd904288ad09482650f35774c4eb1c","9f205e3136515f7b3ccb77c93c7238adefb24933728722c9e29b0a0d6b6fcd47","NORMAL_FORGE_RETURN","RMAP15_SITE_FORGE_PORT_EXIT","RMAP15_SITE_START_PORT_ENTRY","2","523","136","PLAYER_0.4x0.8|STEP_MAX_1|JUMP_MAX_2|GRAB_REQUIRED_FOR_VERTICAL"
"0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3","25106024ba2b119900ae0ddd27b4ed5900cd904288ad09482650f35774c4eb1c","9f205e3136515f7b3ccb77c93c7238adefb24933728722c9e29b0a0d6b6fcd47","NORMAL_FORGE_RETURN","RMAP15_SITE_FORGE_PORT_EXIT","RMAP15_SITE_START_PORT_ENTRY","3","523","137","PLAYER_0.4x0.8|STEP_MAX_1|JUMP_MAX_2|GRAB_REQUIRED_FOR_VERTICAL"
"0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3","25106024ba2b119900ae0ddd27b4ed5900cd904288ad09482650f35774c4eb1c","9f205e3136515f7b3ccb77c93c7238adefb24933728722c9e29b0a0d6b6fcd47","NORMAL_FORGE_RETURN","RMAP15_SITE_FORGE_PORT_EXIT","RMAP15_SITE_START_PORT_ENTRY","4","523","138","PLAYER_0.4x0.8|STEP_MAX_1|JUMP_MAX_2|GRAB_REQUIRED_FOR_VERTICAL"
"0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3","25106024ba2b119900ae0ddd27b4ed5900cd904288ad09482650f35774c4eb1c","9f205e3136515f7b3ccb77c93c7238adefb24933728722c9e29b0a0d6b6fcd47","NORMAL_FORGE_RETURN","RMAP15_SITE_FORGE_PORT_EXIT","RMAP15_SITE_START_PORT_ENTRY","5","523","139","PLAYER_0.4x0.8|STEP_MAX_1|JUMP_MAX_2|GRAB_REQUIRED_FOR_VERTICAL"
"0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3","25106024ba2b119900ae0ddd27b4ed5900cd904288ad09482650f35774c4eb1c","9f205e3136515f7b3ccb77c93c7238adefb24933728722c9e29b0a0d6b6fcd47","NORMAL_FORGE_RETURN","RMAP15_SITE_FORGE_PORT_EXIT","RMAP15_SITE_START_PORT_ENTRY","6","523","140","PLAYER_0.4x0.8|STEP_MAX_1|JUMP_MAX_2|GRAB_REQUIRED_FOR_VERTICAL"
"0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3","25106024ba2b119900ae0ddd27b4ed5900cd904288ad09482650f35774c4eb1c","9f205e3136515f7b3ccb77c93c7238adefb24933728722c9e29b0a0d6b6fcd47","NORMAL_FORGE_RETURN","RMAP15_SITE_FORGE_PORT_EXIT","RMAP15_SITE_START_PORT_ENTRY","7","523","141","PLAYER_0.4x0.8|STEP_MAX_1|JUMP_MAX_2|GRAB_REQUIRED_FOR_VERTICAL"
"0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3","25106024ba2b119900ae0ddd27b4ed5900cd904288ad09482650f35774c4eb1c","9f205e3136515f7b3ccb77c93c7238adefb24933728722c9e29b0a0d6b6fcd47","NORMAL_FORGE_RETURN","RMAP15_SITE_FORGE_PORT_EXIT","RMAP15_SITE_START_PORT_ENTRY","8","523","142","PLAYER_0.4x0.8|STEP_MAX_1|JUMP_MAX_2|GRAB_REQUIRED_FOR_VERTICAL"
"0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3","25106024ba2b119900ae0ddd27b4ed5900cd904288ad09482650f35774c4eb1c","9f205e3136515f7b3ccb77c93c7238adefb24933728722c9e29b0a0d6b6fcd47","NORMAL_FORGE_RETURN","RMAP15_SITE_FORGE_PORT_EXIT","RMAP15_SITE_START_PORT_ENTRY","9","522","142","PLAYER_0.4x0.8|STEP_MAX_1|JUMP_MAX_2|GRAB_REQUIRED_FOR_VERTICAL"
