x,y,is_open,tile_code,biome_id,chunk_id,candidate_id,production_pattern_family_id,required_route,recovery_route,protected,marker_kind,marker_source_id,boundary_candidate_id
0,0,true,MP_BOUNDARY_BLEND,MoonDough,VIS01_CHUNK_00,VIS01_MP_0024,MP_CRATER_DUST_PATCH,false,false,false,,,BND_CRATER_MILL_V_04
1,0,true,MP_DECOR_CORE,MoonDough,VIS01_CHUNK_00,VIS01_MP_0024,MP_CRATER_DUST_PATCH,false,false,false,,,BND_CRATER_MILL_V_04
2,0,false,MP_HAZARD_CORE,MoonDough,VIS01_CHUNK_00,VIS01_MP_0024,MP_CRATER_DUST_PATCH,false,false,false,,,BND_CRATER_MILL_V_04
3,0,true,MP_STEP_CORE,MoonDough,VIS01_CHUNK_00,VIS01_MP_0024,MP_CRATER_DUST_PATCH,false,false,false,,,BND_CRATER_MILL_V_04
4,0,false,MP_CEILING_CORE,MoonDough,VIS01_CHUNK_00,VIS01_MP_0801,MP_CRATER_METEOR_CUE,false,false,false,,,BND_CRATER_MILL_V_04
5,0,true,MP_HAZARD_CORE,MoonDough,VIS01_CHUNK_00,VIS01_MP_0801,MP_CRATER_METEOR_CUE,true,false,true,,,BND_CRATER_MILL_V_04
6,0,true,MP_ONEWAY_CORE,MoonDough,VIS01_CHUNK_00,VIS01_MP_0801,MP_CRATER_METEOR_CUE,false,false,false,,,BND_CRATER_MILL_V_04
7,0,true,MP_BACKGROUND_CORE,MoonDough,VIS01_CHUNK_00,VIS01_MP_0801,MP_CRATER_METEOR_CUE,false,false,false,,,BND_CRATER_MILL_V_04
8,0,true,MP_GROUND_CORE,MoonDough,VIS01_CHUNK_00,VIS01_MP_0D80,MP_MILL_BEAM_GRIP,false,false,false,,,BND_CRATER_MILL_V_04
9,0,true,MP_DECOR_CORE,MoonDough,VIS01_CHUNK_00,VIS01_MP_0D80,MP_MILL_BEAM_GRIP,false,false,false,,,BND_CRATER_MILL_V_04
10,0,true,MP_WALL_CORE,MoonDough,VIS01_CHUNK_00,VIS01_MP_0D80,MP_MILL_BEAM_GRIP,false,false,false,,,BND_CRATER_MILL_V_04
11,0,true,MP_CEILING_CORE,MoonDough,VIS01_CHUNK_00,VIS01_MP_0D80,MP_MILL_BEAM_GRIP,false,false,false,,,BND_CRATER_MILL_V_04
12,0,true,MP_DEBUG_MISSING,MoonCrater,VIS01_CHUNK_01,VIS01_MP_0060,MP_ROOT_SAP_PATCH,false,false,false,,,BND_ROOT_MILL_V_03
13,0,true,MP_HAZARD_CORE,MoonCrater,VIS01_CHUNK_01,VIS01_MP_0060,MP_ROOT_SAP_PATCH,false,false,false,EVENT,EVT_WANDERING_MERCHANT,BND_ROOT_MILL_V_03
14,0,true,MP_ONEWAY_CORE,MoonCrater,VIS01_CHUNK_01,VIS01_MP_0060,MP_ROOT_SAP_PATCH,false,false,false,,,BND_ROOT_MILL_V_03
15,0,true,MP_BACKGROUND_CORE,MoonCrater,VIS01_CHUNK_01,VIS01_MP_0060,MP_ROOT_SAP_PATCH,false,false,false,,,BND_ROOT_MILL_V_03
16,0,true,MP_BOUNDARY_BLEND,MoonCrater,VIS01_CHUNK_01,VIS01_MP_0C00,MP_ROOT_ARCH,false,false,false,,,BND_ROOT_MILL_V_03
17,0,true,MP_DECOR_CORE,MoonCrater,VIS01_CHUNK_01,VIS01_MP_0C00,MP_ROOT_ARCH,true,false,true,,,BND_ROOT_MILL_V_03
18,0,true,MP_GROUND_CORE,MoonCrater,VIS01_CHUNK_01,VIS01_MP_0C00,MP_ROOT_ARCH,false,false,false,,,BND_ROOT_MILL_V_03
19,0,true,MP_STEP_CORE,MoonCrater,VIS01_CHUNK_01,VIS01_MP_0C00,MP_ROOT_ARCH,false,false,false,,,BND_ROOT_MILL_V_03
20,0,false,MP_STEP_CORE,MoonCrater,VIS01_CHUNK_01,VIS01_MP_0011,MP_DOUGH_FERMENT_PATCH,false,false,false,,,BND_ROOT_MILL_V_03
21,0,true,MP_CEILING_CORE,MoonCrater,VIS01_CHUNK_01,VIS01_MP_0011,MP_DOUGH_FERMENT_PATCH,false,false,false,,,BND_ROOT_MILL_V_03
22,0,true,MP_ONEWAY_CORE,MoonCrater,VIS01_CHUNK_01,VIS01_MP_0011,MP_DOUGH_FERMENT_PATCH,false,false,false,,,BND_ROOT_MILL_V_03
23,0,true,MP_BACKGROUND_CORE,MoonCrater,VIS01_CHUNK_01,VIS01_MP_0011,MP_DOUGH_FERMENT_PATCH,false,false,false,,,BND_ROOT_MILL_V_03
24,0,true,MP_BOUNDARY_BLEND,CassiaRoot,VIS01_CHUNK_02,VIS01_MP_0022,MP_DOUGH_BOUNCE_CUP,false,false,false,,,BND_MILL_DOUGH_H_02
25,0,false,MP_ONEWAY_CORE,CassiaRoot,VIS01_CHUNK_02,VIS01_MP_0022,MP_DOUGH_BOUNCE_CUP,false,false,false,,,BND_MILL_DOUGH_H_02
26,0,true,MP_GROUND_CORE,CassiaRoot,VIS01_CHUNK_02,VIS01_MP_0022,MP_DOUGH_BOUNCE_CUP,false,false,false,,,BND_MILL_DOUGH_H_02
27,0,true,MP_STEP_CORE,CassiaRoot,VIS01_CHUNK_02,VIS01_MP_0022,MP_DOUGH_BOUNCE_CUP,false,false,false,,,BND_MILL_DOUGH_H_02
28,0,true,MP_DEBUG_MISSING,CassiaRoot,VIS01_CHUNK_02,VIS01_MP_0840,MP_CRATER_BROKEN_SLOPE,false,false,false,,,BND_MILL_DOUGH_H_02
29,0,true,MP_HAZARD_CORE,CassiaRoot,VIS01_CHUNK_02,VIS01_MP_0840,MP_CRATER_BROKEN_SLOPE,true,false,true,,,BND_MILL_DOUGH_H_02
30,0,true,MP_ONEWAY_CORE,CassiaRoot,VIS01_CHUNK_02,VIS01_MP_0840,MP_CRATER_BROKEN_SLOPE,false,false,false,,,BND_MILL_DOUGH_H_02
31,0,true,MP_BACKGROUND_CORE,CassiaRoot,VIS01_CHUNK_02,VIS01_MP_0840,MP_CRATER_BROKEN_SLOPE,false,false,false,,,BND_MILL_DOUGH_H_02
32,0,true,MP_BOUNDARY_BLEND,CassiaRoot,VIS01_CHUNK_02,VIS01_MP_0480,MP_DOUGH_BOUNCE_CUP,false,false,false,,,BND_MILL_DOUGH_H_02
33,0,true,MP_BACKGROUND_CORE,CassiaRoot,VIS01_CHUNK_02,VIS01_MP_0480,MP_DOUGH_BOUNCE_CUP,false,false,false,,,BND_MILL_DOUGH_H_02
34,0,true,MP_GROUND_CORE,CassiaRoot,VIS01_CHUNK_02,VIS01_MP_0480,MP_DOUGH_BOUNCE_CUP,false,false,false,,,BND_MILL_DOUGH_H_02
35,0,true,MP_STEP_CORE,CassiaRoot,VIS01_CHUNK_02,VIS01_MP_0480,MP_DOUGH_BOUNCE_CUP,false,false,false,,,BND_MILL_DOUGH_H_02
36,0,true,MP_WALL_CORE,AbandonedMill,VIS01_CHUNK_03,VIS01_MP_0990,MP_DOUGH_BOUNCE_STRIP,false,false,false,,,BND_CRATER_DOUGH_H_01
37,0,true,MP_CEILING_CORE,AbandonedMill,VIS01_CHUNK_03,VIS01_MP_0990,MP_DOUGH_BOUNCE_STRIP,false,false,false,,,BND_CRATER_DOUGH_H_01
38,0,true,MP_DEBUG_MISSING,AbandonedMill,VIS01_CHUNK_03,VIS01_MP_0990,MP_DOUGH_BOUNCE_STRIP,false,false,false,,,BND_CRATER_DOUGH_H_01
39,0,true,MP_HAZARD_CORE,AbandonedMill,VIS01_CHUNK_03,VIS01_MP_0990,MP_DOUGH_BOUNCE_STRIP,false,false,false,,,BND_CRATER_DOUGH_H_01
40,0,true,MP_BOUNDARY_BLEND,AbandonedMill,VIS01_CHUNK_03,VIS01_MP_0480,MP_MILL_BEAM_GRIP,false,false,false,,,BND_CRATER_DOUGH_H_01
41,0,true,MP_DECOR_CORE,AbandonedMill,VIS01_CHUNK_03,VIS01_MP_0480,MP_MILL_BEAM_GRIP,true,false,true,,,BND_CRATER_DOUGH_H_01
42,0,true,MP_GROUND_CORE,AbandonedMill,VIS01_CHUNK_03,VIS01_MP_0480,MP_MILL_BEAM_GRIP,false,false,false,,,BND_CRATER_DOUGH_H_01
43,0,true,MP_STEP_CORE,AbandonedMill,VIS01_CHUNK_03,VIS01_MP_0480,MP_MILL_BEAM_GRIP,false,false,false,,,BND_CRATER_DOUGH_H_01
44,0,false,MP_CEILING_CORE,AbandonedMill,VIS01_CHUNK_03,VIS01_MP_0D01,MP_DOUGH_SOFT_POCKET,false,false,false,,,BND_CRATER_DOUGH_H_01
45,0,true,MP_CEILING_CORE,AbandonedMill,VIS01_CHUNK_03,VIS01_MP_0D01,MP_DOUGH_SOFT_POCKET,false,false,false,,,BND_CRATER_DOUGH_H_01
46,0,true,MP_ONEWAY_CORE,AbandonedMill,VIS01_CHUNK_03,VIS01_MP_0D01,MP_DOUGH_SOFT_POCKET,false,false,false,,,BND_CRATER_DOUGH_H_01
47,0,true,MP_BACKGROUND_CORE,AbandonedMill,VIS01_CHUNK_03,VIS01_MP_0D01,MP_DOUGH_SOFT_POCKET,false,false,false,,,BND_CRATER_DOUGH_H_01
0,1,true,MP_CEILING_CORE,MoonDough,VIS01_CHUNK_00,VIS01_MP_0024,MP_CRATER_DUST_PATCH,false,false,false,,,BND_CRATER_MILL_V_04
1,1,false,MP_STEP_CORE,MoonDough,VIS01_CHUNK_00,VIS01_MP_0024,MP_CRATER_DUST_PATCH,false,false,false,,,BND_CRATER_MILL_V_04
2,1,true,MP_BACKGROUND_CORE,MoonDough,VIS01_CHUNK_00,VIS01_MP_0024,MP_CRATER_DUST_PATCH,false,false,false,,,BND_CRATER_MILL_V_04
3,1,true,MP_BOUNDARY_BLEND,MoonDough,VIS01_CHUNK_00,VIS01_MP_0024,MP_CRATER_DUST_PATCH,false,false,false,,,BND_CRATER_MILL_V_04
4,1,true,MP_DECOR_CORE,MoonDough,VIS01_CHUNK_00,VIS01_MP_0801,MP_CRATER_METEOR_CUE,false,false,false,ACTIVITY,ACT_DOUGH_TIME_TRIAL,BND_CRATER_MILL_V_04
5,1,true,MP_GROUND_CORE,MoonDough,VIS01_CHUNK_00,VIS01_MP_0801,MP_CRATER_METEOR_CUE,true,false,true,,,BND_CRATER_MILL_V_04
6,1,true,MP_STEP_CORE,MoonDough,VIS01_CHUNK_00,VIS01_MP_0801,MP_CRATER_METEOR_CUE,false,false,false,,,BND_CRATER_MILL_V_04
7,1,true,MP_WALL_CORE,MoonDough,VIS01_CHUNK_00,VIS01_MP_0801,MP_CRATER_METEOR_CUE,false,false,false,,,BND_CRATER_MILL_V_04
8,1,true,MP_HAZARD_CORE,MoonDough,VIS01_CHUNK_00,VIS01_MP_0D80,MP_MILL_BEAM_GRIP,false,false,false,,,BND_CRATER_MILL_V_04
9,1,true,MP_DEBUG_MISSING,MoonDough,VIS01_CHUNK_00,VIS01_MP_0D80,MP_MILL_BEAM_GRIP,false,false,false,,,BND_CRATER_MILL_V_04
10,1,true,MP_BACKGROUND_CORE,MoonDough,VIS01_CHUNK_00,VIS01_MP_0D80,MP_MILL_BEAM_GRIP,false,false,false,,,BND_CRATER_MILL_V_04
11,1,false,MP_DECOR_CORE,MoonDough,VIS01_CHUNK_00,VIS01_MP_0D80,MP_MILL_BEAM_GRIP,false,false,false,,,BND_CRATER_MILL_V_04
12,1,true,MP_DECOR_CORE,MoonCrater,VIS01_CHUNK_01,VIS01_MP_0060,MP_ROOT_SAP_PATCH,false,false,false,,,BND_ROOT_MILL_V_03
13,1,false,MP_HAZARD_CORE,MoonCrater,VIS01_CHUNK_01,VIS01_MP_0060,MP_ROOT_SAP_PATCH,false,false,false,,,BND_ROOT_MILL_V_03
14,1,false,MP_DEBUG_MISSING,MoonCrater,VIS01_CHUNK_01,VIS01_MP_0060,MP_ROOT_SAP_PATCH,false,false,false,,,BND_ROOT_MILL_V_03
15,1,true,MP_WALL_CORE,MoonCrater,VIS01_CHUNK_01,VIS01_MP_0060,MP_ROOT_SAP_PATCH,false,false,false,,,BND_ROOT_MILL_V_03
16,1,true,MP_CEILING_CORE,MoonCrater,VIS01_CHUNK_01,VIS01_MP_0C00,MP_ROOT_ARCH,false,false,false,,,BND_ROOT_MILL_V_03
17,1,true,MP_DEBUG_MISSING,MoonCrater,VIS01_CHUNK_01,VIS01_MP_0C00,MP_ROOT_ARCH,true,false,true,,,BND_ROOT_MILL_V_03
18,1,true,MP_HAZARD_CORE,MoonCrater,VIS01_CHUNK_01,VIS01_MP_0C00,MP_ROOT_ARCH,false,false,false,,,BND_ROOT_MILL_V_03
19,1,true,MP_ONEWAY_CORE,MoonCrater,VIS01_CHUNK_01,VIS01_MP_0C00,MP_ROOT_ARCH,false,false,false,,,BND_ROOT_MILL_V_03
20,1,false,MP_ONEWAY_CORE,MoonCrater,VIS01_CHUNK_01,VIS01_MP_0011,MP_DOUGH_FERMENT_PATCH,false,false,false,,,BND_ROOT_MILL_V_03
21,1,true,MP_BOUNDARY_BLEND,MoonCrater,VIS01_CHUNK_01,VIS01_MP_0011,MP_DOUGH_FERMENT_PATCH,false,false,false,,,BND_ROOT_MILL_V_03
22,1,true,MP_STEP_CORE,MoonCrater,VIS01_CHUNK_01,VIS01_MP_0011,MP_DOUGH_FERMENT_PATCH,false,false,false,,,BND_ROOT_MILL_V_03
23,1,true,MP_WALL_CORE,MoonCrater,VIS01_CHUNK_01,VIS01_MP_0011,MP_DOUGH_FERMENT_PATCH,false,false,false,,,BND_ROOT_MILL_V_03
24,1,true,MP_CEILING_CORE,CassiaRoot,VIS01_CHUNK_02,VIS01_MP_0022,MP_DOUGH_BOUNCE_CUP,false,false,false,,,BND_MILL_DOUGH_H_02
25,1,false,MP_STEP_CORE,CassiaRoot,VIS01_CHUNK_02,VIS01_MP_0022,MP_DOUGH_BOUNCE_CUP,false,false,false,,,BND_MILL_DOUGH_H_02
26,1,true,MP_HAZARD_CORE,CassiaRoot,VIS01_CHUNK_02,VIS01_MP_0022,MP_DOUGH_BOUNCE_CUP,false,false,false,,,BND_MILL_DOUGH_H_02
27,1,true,MP_ONEWAY_CORE,CassiaRoot,VIS01_CHUNK_02,VIS01_MP_0022,MP_DOUGH_BOUNCE_CUP,false,false,false,,,BND_MILL_DOUGH_H_02
28,1,true,MP_DECOR_CORE,CassiaRoot,VIS01_CHUNK_02,VIS01_MP_0840,MP_CRATER_BROKEN_SLOPE,false,false,false,,,BND_MILL_DOUGH_H_02
29,1,true,MP_GROUND_CORE,CassiaRoot,VIS01_CHUNK_02,VIS01_MP_0840,MP_CRATER_BROKEN_SLOPE,true,false,true,,,BND_MILL_DOUGH_H_02
30,1,false,MP_DEBUG_MISSING,CassiaRoot,VIS01_CHUNK_02,VIS01_MP_0840,MP_CRATER_BROKEN_SLOPE,false,false,false,,,BND_MILL_DOUGH_H_02
31,1,true,MP_WALL_CORE,CassiaRoot,VIS01_CHUNK_02,VIS01_MP_0840,MP_CRATER_BROKEN_SLOPE,false,false,false,,,BND_MILL_DOUGH_H_02
32,1,true,MP_CEILING_CORE,CassiaRoot,VIS01_CHUNK_02,VIS01_MP_0480,MP_DOUGH_BOUNCE_CUP,false,false,false,,,BND_MILL_DOUGH_H_02
33,1,true,MP_WALL_CORE,CassiaRoot,VIS01_CHUNK_02,VIS01_MP_0480,MP_DOUGH_BOUNCE_CUP,false,false,false,,,BND_MILL_DOUGH_H_02
34,1,true,MP_HAZARD_CORE,CassiaRoot,VIS01_CHUNK_02,VIS01_MP_0480,MP_DOUGH_BOUNCE_CUP,false,false,false,,,BND_MILL_DOUGH_H_02
35,1,false,MP_STEP_CORE,CassiaRoot,VIS01_CHUNK_02,VIS01_MP_0480,MP_DOUGH_BOUNCE_CUP,false,false,false,,,BND_MILL_DOUGH_H_02
36,1,false,MP_BOUNDARY_BLEND,AbandonedMill,VIS01_CHUNK_03,VIS01_MP_0990,MP_DOUGH_BOUNCE_STRIP,false,false,false,,,BND_CRATER_DOUGH_H_01
37,1,true,MP_BOUNDARY_BLEND,AbandonedMill,VIS01_CHUNK_03,VIS01_MP_0990,MP_DOUGH_BOUNCE_STRIP,false,false,false,,,BND_CRATER_DOUGH_H_01
38,1,true,MP_DECOR_CORE,AbandonedMill,VIS01_CHUNK_03,VIS01_MP_0990,MP_DOUGH_BOUNCE_STRIP,false,false,false,,,BND_CRATER_DOUGH_H_01
39,1,false,MP_HAZARD_CORE,AbandonedMill,VIS01_CHUNK_03,VIS01_MP_0990,MP_DOUGH_BOUNCE_STRIP,false,false,false,,,BND_CRATER_DOUGH_H_01
40,1,true,MP_CEILING_CORE,AbandonedMill,VIS01_CHUNK_03,VIS01_MP_0480,MP_MILL_BEAM_GRIP,false,false,false,,,BND_CRATER_DOUGH_H_01
41,1,true,MP_DEBUG_MISSING,AbandonedMill,VIS01_CHUNK_03,VIS01_MP_0480,MP_MILL_BEAM_GRIP,true,false,true,,,BND_CRATER_DOUGH_H_01
42,1,true,MP_HAZARD_CORE,AbandonedMill,VIS01_CHUNK_03,VIS01_MP_0480,MP_MILL_BEAM_GRIP,false,false,false,,,BND_CRATER_DOUGH_H_01
43,1,false,MP_STEP_CORE,AbandonedMill,VIS01_CHUNK_03,VIS01_MP_0480,MP_MILL_BEAM_GRIP,false,false,false,,,BND_CRATER_DOUGH_H_01
