contact_id,kind,world_x,world_y,route_ids,classification,detail,geometry_state,player_state
"AIR_WITNESS_109_EDGE","RAW_AIR_WITNESS","416","340","","STATIC_AIR_CONTACT_GEOMETRY_PENDING","Raw 4-neighbour AIR witness is diagnostic only; it is not Player proof.","Pending","PENDING"
"REVIEW_415_301_a84c61cb2448","REVIEW_LABEL_CONTACT","415","301","0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3|16f8c96de43cf0ec7882d78bdcae5b4cc79a1e08fd38fcfbbb7e90b19bfc8998|21e6a90771dd0ec3a5924c7bed7cedd6df7b87118024ccd550005017a8e7ebd0|74004c50147eb4af54c7c3beb9c82282fb0d23628aa3c2e2a588301c04e965f4","LOGICAL_GUARD_PRESENT_GEOMETRY_PENDING","Review label mismatch is classified from actual RMAP13 predicates, not the label alone.","Pending","PENDING"
"REVIEW_491_301_7dbe511112ef","REVIEW_LABEL_CONTACT","491","301","74004c50147eb4af54c7c3beb9c82282fb0d23628aa3c2e2a588301c04e965f4|a98881f4240397805efa4bd7a49fec0d564a271544864f5fdd66657aed45cdff","LOGICAL_GUARD_PRESENT_GEOMETRY_PENDING","Review label mismatch is classified from actual RMAP13 predicates, not the label alone.","Pending","PENDING"
"REVIEW_523_134_923656e27819","REVIEW_LABEL_CONTACT","523","134","0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3|29dc755094886d48300e9f8cf0fb0e54f09125a29c2fac78855bda7885f7dbaa","LOGICAL_GUARD_PRESENT_GEOMETRY_PENDING","Review label mismatch is classified from actual RMAP13 predicates, not the label alone.","Pending","PENDING"
"SHARED_271_341_9df9696f99b8","SHARED","271","341","b7862f4e818afdb3c6c2b8d27942bbf40c3a9aa2cfa146360ab9ab3fe2e29b0b|fec566f68036a383c202d5789b32adf6291c3329d4ef7c871c4d6c22a16238b2","SAME_STAGE_MERGE_GEOMETRY_PENDING","Same-stage route merge has no Player or geometry proof.","Pending","PENDING"
"SHARED_271_342_9df9696f99b8","SHARED","271","342","b7862f4e818afdb3c6c2b8d27942bbf40c3a9aa2cfa146360ab9ab3fe2e29b0b|fec566f68036a383c202d5789b32adf6291c3329d4ef7c871c4d6c22a16238b2","SAME_STAGE_MERGE_GEOMETRY_PENDING","Same-stage route merge has no Player or geometry proof.","Pending","PENDING"
"SHARED_272_341_9df9696f99b8","SHARED","272","341","b7862f4e818afdb3c6c2b8d27942bbf40c3a9aa2cfa146360ab9ab3fe2e29b0b|fec566f68036a383c202d5789b32adf6291c3329d4ef7c871c4d6c22a16238b2","SAME_STAGE_MERGE_GEOMETRY_PENDING","Same-stage route merge has no Player or geometry proof.","Pending","PENDING"
"SHARED_272_342_9df9696f99b8","SHARED","272","342","b7862f4e818afdb3c6c2b8d27942bbf40c3a9aa2cfa146360ab9ab3fe2e29b0b|fec566f68036a383c202d5789b32adf6291c3329d4ef7c871c4d6c22a16238b2","SAME_STAGE_MERGE_GEOMETRY_PENDING","Same-stage route merge has no Player or geometry proof.","Pending","PENDING"
"SHARED_273_341_9df9696f99b8","SHARED","273","341","b7862f4e818afdb3c6c2b8d27942bbf40c3a9aa2cfa146360ab9ab3fe2e29b0b|fec566f68036a383c202d5789b32adf6291c3329d4ef7c871c4d6c22a16238b2","SAME_STAGE_MERGE_GEOMETRY_PENDING","Same-stage route merge has no Player or geometry proof.","Pending","PENDING"
"SHARED_273_342_9df9696f99b8","SHARED","273","342","b7862f4e818afdb3c6c2b8d27942bbf40c3a9aa2cfa146360ab9ab3fe2e29b0b|fec566f68036a383c202d5789b32adf6291c3329d4ef7c871c4d6c22a16238b2","SAME_STAGE_MERGE_GEOMETRY_PENDING","Same-stage route merge has no Player or geometry proof.","Pending","PENDING"
"SHARED_274_341_9df9696f99b8","SHARED","274","341","b7862f4e818afdb3c6c2b8d27942bbf40c3a9aa2cfa146360ab9ab3fe2e29b0b|fec566f68036a383c202d5789b32adf6291c3329d4ef7c871c4d6c22a16238b2","SAME_STAGE_MERGE_GEOMETRY_PENDING","Same-stage route merge has no Player or geometry proof.","Pending","PENDING"
"SHARED_274_342_9df9696f99b8","SHARED","274","342","b7862f4e818afdb3c6c2b8d27942bbf40c3a9aa2cfa146360ab9ab3fe2e29b0b|fec566f68036a383c202d5789b32adf6291c3329d4ef7c871c4d6c22a16238b2","SAME_STAGE_MERGE_GEOMETRY_PENDING","Same-stage route merge has no Player or geometry proof.","Pending","PENDING"
"SHARED_275_341_9df9696f99b8","SHARED","275","341","b7862f4e818afdb3c6c2b8d27942bbf40c3a9aa2cfa146360ab9ab3fe2e29b0b|fec566f68036a383c202d5789b32adf6291c3329d4ef7c871c4d6c22a16238b2","SAME_STAGE_MERGE_GEOMETRY_PENDING","Same-stage route merge has no Player or geometry proof.","Pending","PENDING"
"SHARED_275_342_9df9696f99b8","SHARED","275","342","b7862f4e818afdb3c6c2b8d27942bbf40c3a9aa2cfa146360ab9ab3fe2e29b0b|fec566f68036a383c202d5789b32adf6291c3329d4ef7c871c4d6c22a16238b2","SAME_STAGE_MERGE_GEOMETRY_PENDING","Same-stage route merge has no Player or geometry proof.","Pending","PENDING"
