hub_id,x,y,cell_role,micro_x,micro_y,micro_pattern_owner,source_value,final_value,plan_digest
SV5_HUB_7f53c12e20096748c0c6,272,208,SOLID,68,52,SV5_HUB_7f53c12e20096748c0c6@68:52,UNKNOWN,SOLID,ced4c4300ffac6957c7c0ef85cbceeb6c89eb47ef91cd1565d4a0dc0bbdc0511
SV5_HUB_7f53c12e20096748c0c6,273,208,SOLID,68,52,SV5_HUB_7f53c12e20096748c0c6@68:52,UNKNOWN,SOLID,ced4c4300ffac6957c7c0ef85cbceeb6c89eb47ef91cd1565d4a0dc0bbdc0511
SV5_HUB_7f53c12e20096748c0c6,274,208,SOLID,68,52,SV5_HUB_7f53c12e20096748c0c6@68:52,UNKNOWN,SOLID,ced4c4300ffac6957c7c0ef85cbceeb6c89eb47ef91cd1565d4a0dc0bbdc0511
SV5_HUB_7f53c12e20096748c0c6,275,208,SOLID,68,52,SV5_HUB_7f53c12e20096748c0c6@68:52,UNKNOWN,SOLID,ced4c4300ffac6957c7c0ef85cbceeb6c89eb47ef91cd1565d4a0dc0bbdc0511
SV5_HUB_7f53c12e20096748c0c6,276,208,SOLID,69,52,SV5_HUB_7f53c12e20096748c0c6@69:52,UNKNOWN,SOLID,ced4c4300ffac6957c7c0ef85cbceeb6c89eb47ef91cd1565d4a0dc0bbdc0511
SV5_HUB_7f53c12e20096748c0c6,277,208,SOLID,69,52,SV5_HUB_7f53c12e20096748c0c6@69:52,UNKNOWN,SOLID,ced4c4300ffac6957c7c0ef85cbceeb6c89eb47ef91cd1565d4a0dc0bbdc0511
SV5_HUB_7f53c12e20096748c0c6,278,208,SOLID,69,52,SV5_HUB_7f53c12e20096748c0c6@69:52,UNKNOWN,SOLID,ced4c4300ffac6957c7c0ef85cbceeb6c89eb47ef91cd1565d4a0dc0bbdc0511
SV5_HUB_7f53c12e20096748c0c6,279,208,SOLID,69,52,SV5_HUB_7f53c12e20096748c0c6@69:52,UNKNOWN,SOLID,ced4c4300ffac6957c7c0ef85cbceeb6c89eb47ef91cd1565d4a0dc0bbdc0511
SV5_HUB_7f53c12e20096748c0c6,280,208,SOLID,70,52,SV5_HUB_7f53c12e20096748c0c6@70:52,UNKNOWN,SOLID,ced4c4300ffac6957c7c0ef85cbceeb6c89eb47ef91cd1565d4a0dc0bbdc0511
SV5_HUB_7f53c12e20096748c0c6,281,208,SOLID,70,52,SV5_HUB_7f53c12e20096748c0c6@70:52,UNKNOWN,SOLID,ced4c4300ffac6957c7c0ef85cbceeb6c89eb47ef91cd1565d4a0dc0bbdc0511
SV5_HUB_7f53c12e20096748c0c6,282,208,SOLID,70,52,SV5_HUB_7f53c12e20096748c0c6@70:52,UNKNOWN,SOLID,ced4c4300ffac6957c7c0ef85cbceeb6c89eb47ef91cd1565d4a0dc0bbdc0511
SV5_HUB_7f53c12e20096748c0c6,283,208,SOLID,70,52,SV5_HUB_7f53c12e20096748c0c6@70:52,UNKNOWN,SOLID,ced4c4300ffac6957c7c0ef85cbceeb6c89eb47ef91cd1565d4a0dc0bbdc0511
SV5_HUB_7f53c12e20096748c0c6,284,208,SOLID,71,52,SV5_HUB_7f53c12e20096748c0c6@71:52,UNKNOWN,SOLID,ced4c4300ffac6957c7c0ef85cbceeb6c89eb47ef91cd1565d4a0dc0bbdc0511
SV5_HUB_7f53c12e20096748c0c6,285,208,SOLID,71,52,SV5_HUB_7f53c12e20096748c0c6@71:52,UNKNOWN,SOLID,ced4c4300ffac6957c7c0ef85cbceeb6c89eb47ef91cd1565d4a0dc0bbdc0511
SV5_HUB_7f53c12e20096748c0c6,286,208,SOLID,71,52,SV5_HUB_7f53c12e20096748c0c6@71:52,UNKNOWN,SOLID,ced4c4300ffac6957c7c0ef85cbceeb6c89eb47ef91cd1565d4a0dc0bbdc0511
SV5_HUB_7f53c12e20096748c0c6,287,208,SOLID,71,52,SV5_HUB_7f53c12e20096748c0c6@71:52,UNKNOWN,SOLID,ced4c4300ffac6957c7c0ef85cbceeb6c89eb47ef91cd1565d4a0dc0bbdc0511
SV5_HUB_7f53c12e20096748c0c6,288,208,SOLID,72,52,SV5_HUB_7f53c12e20096748c0c6@72:52,UNKNOWN,SOLID,ced4c4300ffac6957c7c0ef85cbceeb6c89eb47ef91cd1565d4a0dc0bbdc0511
SV5_HUB_7f53c12e20096748c0c6,289,208,SOLID,72,52,SV5_HUB_7f53c12e20096748c0c6@72:52,UNKNOWN,SOLID,ced4c4300ffac6957c7c0ef85cbceeb6c89eb47ef91cd1565d4a0dc0bbdc0511
SV5_HUB_7f53c12e20096748c0c6,290,208,SOLID,72,52,SV5_HUB_7f53c12e20096748c0c6@72:52,UNKNOWN,SOLID,ced4c4300ffac6957c7c0ef85cbceeb6c89eb47ef91cd1565d4a0dc0bbdc0511
SV5_HUB_7f53c12e20096748c0c6,291,208,SOLID,72,52,SV5_HUB_7f53c12e20096748c0c6@72:52,UNKNOWN,SOLID,ced4c4300ffac6957c7c0ef85cbceeb6c89eb47ef91cd1565d4a0dc0bbdc0511
SV5_HUB_7f53c12e20096748c0c6,292,208,SOLID,73,52,SV5_HUB_7f53c12e20096748c0c6@73:52,UNKNOWN,SOLID,ced4c4300ffac6957c7c0ef85cbceeb6c89eb47ef91cd1565d4a0dc0bbdc0511
SV5_HUB_7f53c12e20096748c0c6,293,208,SOLID,73,52,SV5_HUB_7f53c12e20096748c0c6@73:52,UNKNOWN,SOLID,ced4c4300ffac6957c7c0ef85cbceeb6c89eb47ef91cd1565d4a0dc0bbdc0511
SV5_HUB_7f53c12e20096748c0c6,294,208,SOLID,73,52,SV5_HUB_7f53c12e20096748c0c6@73:52,UNKNOWN,SOLID,ced4c4300ffac6957c7c0ef85cbceeb6c89eb47ef91cd1565d4a0dc0bbdc0511
SV5_HUB_7f53c12e20096748c0c6,295,208,SOLID,73,52,SV5_HUB_7f53c12e20096748c0c6@73:52,UNKNOWN,SOLID,ced4c4300ffac6957c7c0ef85cbceeb6c89eb47ef91cd1565d4a0dc0bbdc0511
SV5_HUB_7f53c12e20096748c0c6,272,209,SOLID,68,52,SV5_HUB_7f53c12e20096748c0c6@68:52,UNKNOWN,SOLID,ced4c4300ffac6957c7c0ef85cbceeb6c89eb47ef91cd1565d4a0dc0bbdc0511
SV5_HUB_7f53c12e20096748c0c6,273,209,SOLID,68,52,SV5_HUB_7f53c12e20096748c0c6@68:52,UNKNOWN,SOLID,ced4c4300ffac6957c7c0ef85cbceeb6c89eb47ef91cd1565d4a0dc0bbdc0511
SV5_HUB_7f53c12e20096748c0c6,274,209,SOLID,68,52,SV5_HUB_7f53c12e20096748c0c6@68:52,UNKNOWN,SOLID,ced4c4300ffac6957c7c0ef85cbceeb6c89eb47ef91cd1565d4a0dc0bbdc0511
SV5_HUB_7f53c12e20096748c0c6,275,209,SOLID,68,52,SV5_HUB_7f53c12e20096748c0c6@68:52,UNKNOWN,SOLID,ced4c4300ffac6957c7c0ef85cbceeb6c89eb47ef91cd1565d4a0dc0bbdc0511
SV5_HUB_7f53c12e20096748c0c6,276,209,SOLID,69,52,SV5_HUB_7f53c12e20096748c0c6@69:52,UNKNOWN,SOLID,ced4c4300ffac6957c7c0ef85cbceeb6c89eb47ef91cd1565d4a0dc0bbdc0511
SV5_HUB_7f53c12e20096748c0c6,277,209,SOLID,69,52,SV5_HUB_7f53c12e20096748c0c6@69:52,UNKNOWN,SOLID,ced4c4300ffac6957c7c0ef85cbceeb6c89eb47ef91cd1565d4a0dc0bbdc0511
SV5_HUB_7f53c12e20096748c0c6,278,209,SOLID,69,52,SV5_HUB_7f53c12e20096748c0c6@69:52,UNKNOWN,SOLID,ced4c4300ffac6957c7c0ef85cbceeb6c89eb47ef91cd1565d4a0dc0bbdc0511
SV5_HUB_7f53c12e20096748c0c6,279,209,SOLID,69,52,SV5_HUB_7f53c12e20096748c0c6@69:52,UNKNOWN,SOLID,ced4c4300ffac6957c7c0ef85cbceeb6c89eb47ef91cd1565d4a0dc0bbdc0511
SV5_HUB_7f53c12e20096748c0c6,280,209,SOLID,70,52,SV5_HUB_7f53c12e20096748c0c6@70:52,UNKNOWN,SOLID,ced4c4300ffac6957c7c0ef85cbceeb6c89eb47ef91cd1565d4a0dc0bbdc0511
SV5_HUB_7f53c12e20096748c0c6,281,209,SOLID,70,52,SV5_HUB_7f53c12e20096748c0c6@70:52,UNKNOWN,SOLID,ced4c4300ffac6957c7c0ef85cbceeb6c89eb47ef91cd1565d4a0dc0bbdc0511
SV5_HUB_7f53c12e20096748c0c6,282,209,SOLID,70,52,SV5_HUB_7f53c12e20096748c0c6@70:52,UNKNOWN,SOLID,ced4c4300ffac6957c7c0ef85cbceeb6c89eb47ef91cd1565d4a0dc0bbdc0511
SV5_HUB_7f53c12e20096748c0c6,283,209,SOLID,70,52,SV5_HUB_7f53c12e20096748c0c6@70:52,UNKNOWN,SOLID,ced4c4300ffac6957c7c0ef85cbceeb6c89eb47ef91cd1565d4a0dc0bbdc0511
SV5_HUB_7f53c12e20096748c0c6,284,209,SOLID,71,52,SV5_HUB_7f53c12e20096748c0c6@71:52,UNKNOWN,SOLID,ced4c4300ffac6957c7c0ef85cbceeb6c89eb47ef91cd1565d4a0dc0bbdc0511
SV5_HUB_7f53c12e20096748c0c6,285,209,SOLID,71,52,SV5_HUB_7f53c12e20096748c0c6@71:52,UNKNOWN,SOLID,ced4c4300ffac6957c7c0ef85cbceeb6c89eb47ef91cd1565d4a0dc0bbdc0511
SV5_HUB_7f53c12e20096748c0c6,286,209,SOLID,71,52,SV5_HUB_7f53c12e20096748c0c6@71:52,UNKNOWN,SOLID,ced4c4300ffac6957c7c0ef85cbceeb6c89eb47ef91cd1565d4a0dc0bbdc0511
SV5_HUB_7f53c12e20096748c0c6,287,209,SOLID,71,52,SV5_HUB_7f53c12e20096748c0c6@71:52,UNKNOWN,SOLID,ced4c4300ffac6957c7c0ef85cbceeb6c89eb47ef91cd1565d4a0dc0bbdc0511
SV5_HUB_7f53c12e20096748c0c6,288,209,SOLID,72,52,SV5_HUB_7f53c12e20096748c0c6@72:52,UNKNOWN,SOLID,ced4c4300ffac6957c7c0ef85cbceeb6c89eb47ef91cd1565d4a0dc0bbdc0511
SV5_HUB_7f53c12e20096748c0c6,289,209,SOLID,72,52,SV5_HUB_7f53c12e20096748c0c6@72:52,UNKNOWN,SOLID,ced4c4300ffac6957c7c0ef85cbceeb6c89eb47ef91cd1565d4a0dc0bbdc0511
SV5_HUB_7f53c12e20096748c0c6,290,209,SOLID,72,52,SV5_HUB_7f53c12e20096748c0c6@72:52,UNKNOWN,SOLID,ced4c4300ffac6957c7c0ef85cbceeb6c89eb47ef91cd1565d4a0dc0bbdc0511
SV5_HUB_7f53c12e20096748c0c6,291,209,SOLID,72,52,SV5_HUB_7f53c12e20096748c0c6@72:52,UNKNOWN,SOLID,ced4c4300ffac6957c7c0ef85cbceeb6c89eb47ef91cd1565d4a0dc0bbdc0511
SV5_HUB_7f53c12e20096748c0c6,292,209,SOLID,73,52,SV5_HUB_7f53c12e20096748c0c6@73:52,UNKNOWN,SOLID,ced4c4300ffac6957c7c0ef85cbceeb6c89eb47ef91cd1565d4a0dc0bbdc0511
SV5_HUB_7f53c12e20096748c0c6,293,209,SOLID,73,52,SV5_HUB_7f53c12e20096748c0c6@73:52,UNKNOWN,SOLID,ced4c4300ffac6957c7c0ef85cbceeb6c89eb47ef91cd1565d4a0dc0bbdc0511
SV5_HUB_7f53c12e20096748c0c6,294,209,SOLID,73,52,SV5_HUB_7f53c12e20096748c0c6@73:52,UNKNOWN,SOLID,ced4c4300ffac6957c7c0ef85cbceeb6c89eb47ef91cd1565d4a0dc0bbdc0511
SV5_HUB_7f53c12e20096748c0c6,295,209,SOLID,73,52,SV5_HUB_7f53c12e20096748c0c6@73:52,UNKNOWN,SOLID,ced4c4300ffac6957c7c0ef85cbceeb6c89eb47ef91cd1565d4a0dc0bbdc0511
SV5_HUB_7f53c12e20096748c0c6,272,210,SOLID,68,52,SV5_HUB_7f53c12e20096748c0c6@68:52,UNKNOWN,SOLID,ced4c4300ffac6957c7c0ef85cbceeb6c89eb47ef91cd1565d4a0dc0bbdc0511
SV5_HUB_7f53c12e20096748c0c6,273,210,SOLID,68,52,SV5_HUB_7f53c12e20096748c0c6@68:52,UNKNOWN,SOLID,ced4c4300ffac6957c7c0ef85cbceeb6c89eb47ef91cd1565d4a0dc0bbdc0511
SV5_HUB_7f53c12e20096748c0c6,274,210,SOLID,68,52,SV5_HUB_7f53c12e20096748c0c6@68:52,UNKNOWN,SOLID,ced4c4300ffac6957c7c0ef85cbceeb6c89eb47ef91cd1565d4a0dc0bbdc0511
SV5_HUB_7f53c12e20096748c0c6,275,210,SOLID,68,52,SV5_HUB_7f53c12e20096748c0c6@68:52,UNKNOWN,SOLID,ced4c4300ffac6957c7c0ef85cbceeb6c89eb47ef91cd1565d4a0dc0bbdc0511
SV5_HUB_7f53c12e20096748c0c6,276,210,SOLID,69,52,SV5_HUB_7f53c12e20096748c0c6@69:52,UNKNOWN,SOLID,ced4c4300ffac6957c7c0ef85cbceeb6c89eb47ef91cd1565d4a0dc0bbdc0511
