sidepath_id,check,status,states,orders,bypass_count,plan_digest
SV5_SIDE_02c4e18b92e81a5973d2,ACTUAL_AIR_CENTERLINE,PASS,9,6,0,1e798ad29680791af17a09e8267e77a7dbb90010fa78f743eb1d57a81cd80d03
SV5_SIDE_02c4e18b92e81a5973d2,FINAL_TOPOLOGY_AND_PRODUCT,PASS,9,6,0,1e798ad29680791af17a09e8267e77a7dbb90010fa78f743eb1d57a81cd80d03
SV5_SIDE_08aa78d0cf94e352179c,ACTUAL_AIR_CENTERLINE,PASS,9,6,0,1e798ad29680791af17a09e8267e77a7dbb90010fa78f743eb1d57a81cd80d03
SV5_SIDE_08aa78d0cf94e352179c,FINAL_TOPOLOGY_AND_PRODUCT,PASS,9,6,0,1e798ad29680791af17a09e8267e77a7dbb90010fa78f743eb1d57a81cd80d03
SV5_SIDE_2280a9a1134577265929,ACTUAL_AIR_CENTERLINE,PASS,9,6,0,1e798ad29680791af17a09e8267e77a7dbb90010fa78f743eb1d57a81cd80d03
SV5_SIDE_2280a9a1134577265929,FINAL_TOPOLOGY_AND_PRODUCT,PASS,9,6,0,1e798ad29680791af17a09e8267e77a7dbb90010fa78f743eb1d57a81cd80d03
SV5_SIDE_22863e8488b84e2c8dec,ACTUAL_AIR_CENTERLINE,PASS,9,6,0,1e798ad29680791af17a09e8267e77a7dbb90010fa78f743eb1d57a81cd80d03
SV5_SIDE_22863e8488b84e2c8dec,FINAL_TOPOLOGY_AND_PRODUCT,PASS,9,6,0,1e798ad29680791af17a09e8267e77a7dbb90010fa78f743eb1d57a81cd80d03
SV5_SIDE_3c16706901ff8cbc1783,ACTUAL_AIR_CENTERLINE,PASS,9,6,0,1e798ad29680791af17a09e8267e77a7dbb90010fa78f743eb1d57a81cd80d03
SV5_SIDE_3c16706901ff8cbc1783,FINAL_TOPOLOGY_AND_PRODUCT,PASS,9,6,0,1e798ad29680791af17a09e8267e77a7dbb90010fa78f743eb1d57a81cd80d03
SV5_SIDE_50521708ec2b978a625a,ACTUAL_AIR_CENTERLINE,PASS,9,6,0,1e798ad29680791af17a09e8267e77a7dbb90010fa78f743eb1d57a81cd80d03
SV5_SIDE_50521708ec2b978a625a,FINAL_TOPOLOGY_AND_PRODUCT,PASS,9,6,0,1e798ad29680791af17a09e8267e77a7dbb90010fa78f743eb1d57a81cd80d03
SV5_SIDE_59a76cca3eba4d55edf2,ACTUAL_AIR_CENTERLINE,PASS,9,6,0,1e798ad29680791af17a09e8267e77a7dbb90010fa78f743eb1d57a81cd80d03
SV5_SIDE_59a76cca3eba4d55edf2,FINAL_TOPOLOGY_AND_PRODUCT,PASS,9,6,0,1e798ad29680791af17a09e8267e77a7dbb90010fa78f743eb1d57a81cd80d03
SV5_SIDE_60c359c1a27f17b6480d,ACTUAL_AIR_CENTERLINE,PASS,9,6,0,1e798ad29680791af17a09e8267e77a7dbb90010fa78f743eb1d57a81cd80d03
SV5_SIDE_60c359c1a27f17b6480d,FINAL_TOPOLOGY_AND_PRODUCT,PASS,9,6,0,1e798ad29680791af17a09e8267e77a7dbb90010fa78f743eb1d57a81cd80d03
SV5_SIDE_61c990f336151388ad15,ACTUAL_AIR_CENTERLINE,PASS,9,6,0,1e798ad29680791af17a09e8267e77a7dbb90010fa78f743eb1d57a81cd80d03
SV5_SIDE_61c990f336151388ad15,FINAL_TOPOLOGY_AND_PRODUCT,PASS,9,6,0,1e798ad29680791af17a09e8267e77a7dbb90010fa78f743eb1d57a81cd80d03
SV5_SIDE_85373433ce41bab31479,ACTUAL_AIR_CENTERLINE,PASS,9,6,0,1e798ad29680791af17a09e8267e77a7dbb90010fa78f743eb1d57a81cd80d03
SV5_SIDE_85373433ce41bab31479,FINAL_TOPOLOGY_AND_PRODUCT,PASS,9,6,0,1e798ad29680791af17a09e8267e77a7dbb90010fa78f743eb1d57a81cd80d03
SV5_SIDE_9d12aa82f2829c45734d,ACTUAL_AIR_CENTERLINE,PASS,9,6,0,1e798ad29680791af17a09e8267e77a7dbb90010fa78f743eb1d57a81cd80d03
SV5_SIDE_9d12aa82f2829c45734d,FINAL_TOPOLOGY_AND_PRODUCT,PASS,9,6,0,1e798ad29680791af17a09e8267e77a7dbb90010fa78f743eb1d57a81cd80d03
SV5_SIDE_df92d2bb101becdf83b1,ACTUAL_AIR_CENTERLINE,PASS,9,6,0,1e798ad29680791af17a09e8267e77a7dbb90010fa78f743eb1d57a81cd80d03
SV5_SIDE_df92d2bb101becdf83b1,FINAL_TOPOLOGY_AND_PRODUCT,PASS,9,6,0,1e798ad29680791af17a09e8267e77a7dbb90010fa78f743eb1d57a81cd80d03
