x,y
174,9
175,9
176,9
177,9
168,10
169,10
170,10
171,10
172,10
173,10
174,10
175,10
176,10
177,10
178,10
179,10
180,10
181,10
164,11
165,11
166,11
167,11
168,11
169,11
170,11
171,11
172,11
173,11
174,11
175,11
176,11
177,11
178,11
179,11
180,11
181,11
182,11
183,11
162,12
163,12
164,12
165,12
166,12
167,12
168,12
169,12
170,12
171,12
172,12
173,12
178,12
179,12
180,12
181,12
182,12
163,13
164,13
165,13
166,13
167,13
172,13
173,13
174,13
178,13
167,14
505,73
506,73
507,73
508,73
509,73
510,73
511,73
499,74
500,74
501,74
502,74
503,74
504,74
505,74
506,74
507,74
508,74
509,74
510,74
511,74
512,74
513,74
514,74
515,74
516,74
517,74
497,75
498,75
499,75
500,75
501,75
502,75
503,75
504,75
505,75
506,75
507,75
508,75
509,75
510,75
511,75
512,75
513,75
514,75
515,75
516,75
517,75
518,75
519,75
498,76
499,76
500,76
501,76
502,76
503,76
504,76
507,76
508,76
509,76
512,76
513,76
514,76
515,76
516,76
517,76
518,76
504,77
512,77
79,81
80,81
81,81
82,81
83,81
84,81
85,81
86,81
71,82
72,82
73,82
74,82
75,82
76,82
77,82
78,82
79,82
80,82
81,82
82,82
83,82
84,82
85,82
86,82
87,82
88,82
89,82
90,82
91,82
92,82
93,82
69,83
70,83
71,83
72,83
73,83
74,83
75,83
76,83
77,83
78,83
79,83
80,83
81,83
82,83
83,83
84,83
85,83
86,83
87,83
88,83
89,83
90,83
91,83
92,83
93,83
94,83
95,83
70,84
71,84
72,84
73,84
74,84
75,84
76,84
77,84
78,84
81,84
82,84
83,84
87,84
88,84
89,84
90,84
91,84
92,84
93,84
94,84
78,85
87,85
150,101
151,101
152,101
153,101
157,101
158,101
159,101
160,101
161,101
162,101
166,101
167,101
168,101
169,101
170,101
171,101
150,102
151,102
152,102
153,102
154,102
155,102
156,102
157,102
158,102
159,102
160,102
161,102
162,102
163,102
164,102
165,102
166,102
167,102
66,165
67,165
68,165
69,165
60,166
61,166
62,166
63,166
64,166
65,166
66,166
67,166
68,166
69,166
70,166
71,166
72,166
73,166
56,167
57,167
58,167
59,167
60,167
61,167
62,167
63,167
64,167
65,167
66,167
67,167
68,167
69,167
70,167
71,167
72,167
73,167
74,167
75,167
54,168
55,168
56,168
57,168
58,168
59,168
60,168
61,168
62,168
63,168
64,168
65,168
70,168
71,168
72,168
73,168
74,168
55,169
56,169
57,169
58,169
59,169
64,169
65,169
66,169
70,169
59,170
141,190
142,190
143,190
150,190
151,190
152,190
137,191
138,191
139,191
140,191
141,191
142,191
143,191
144,191
145,191
146,191
147,191
148,191
149,191
150,191
151,191
152,191
153,191
154,191
155,191
156,191
137,192
138,192
139,192
140,192
141,192
142,192
143,192
144,192
145,192
146,192
147,192
148,192
149,192
150,192
151,192
152,192
153,192
154,192
155,192
156,192
157,192
158,192
137,193
138,193
139,193
140,193
144,193
145,193
146,193
147,193
148,193
149,193
153,193
154,193
155,193
156,193
157,193
140,194
144,194
147,194
148,194
149,194
153,194
196,235
197,235
198,235
205,235
206,235
207,235
192,236
193,236
194,236
195,236
196,236
197,236
198,236
199,236
200,236
201,236
202,236
203,236
204,236
205,236
206,236
207,236
208,236
209,236
210,236
211,236
192,237
193,237
194,237
195,237
196,237
197,237
198,237
199,237
200,237
201,237
202,237
203,237
204,237
205,237
206,237
207,237
208,237
209,237
210,237
211,237
212,237
213,237
192,238
193,238
194,238
195,238
199,238
200,238
201,238
202,238
203,238
204,238
208,238
209,238
210,238
211,238
212,238
208,239
604,247
605,247
611,247
612,247
613,247
614,247
620,247
621,247
622,247
601,248
602,248
603,248
604,248
605,248
606,248
610,248
611,248
612,248
613,248
614,248
615,248
619,248
620,248
621,248
622,248
602,249
603,249
604,249
605,249
606,249
607,249
608,249
609,249
610,249
611,249
612,249
613,249
614,249
615,249
616,249
617,249
618,249
619,249
620,249
621,249
622,249
606,250
607,250
608,250
609,250
610,250
611,250
612,250
615,250
616,250
617,250
618,250
619,250
619,251
502,364
503,364
502,365
503,365
504,365
505,365
509,365
510,365
511,365
512,365
513,365
514,365
518,365
519,365
520,365
521,365
522,365
523,365
502,366
503,366
504,366
505,366
506,366
507,366
508,366
509,366
510,366
511,366
512,366
513,366
514,366
515,366
516,366
517,366
518,366
519,366
315,369
316,369
317,369
318,369
319,369
320,369
321,369
322,369
323,369
331,369
332,369
333,369
334,369
335,369
336,369
337,369
338,369
339,369
316,370
317,370
318,370
319,370
320,370
321,370
322,370
323,370
324,370
325,370
326,370
327,370
328,370
329,370
330,370
331,370
332,370
333,370
334,370
335,370
282,386
283,386
284,386
290,386
291,386
292,386
293,386
299,386
300,386
301,386
282,387
283,387
284,387
285,387
286,387
287,387
288,387
289,387
290,387
291,387
292,387
293,387
294,387
298,387
299,387
300,387
301,387
302,387
303,387
282,388
283,388
284,388
285,388
286,388
287,388
288,388
289,388
290,388
291,388
292,388
293,388
294,388
295,388
296,388
297,388
298,388
299,388
300,388
301,388
302,388
285,389
286,389
287,389
288,389
