cluster_id,spine_variant_id,node_id,local_x,local_y,mandatory
TC_CRATER_BOWL_ASCENT,SPINE_CRATER_BOWL_ASCENT_ALT,NODE_CRATER_BOWL_ASCENT_ALT_BUILD_UP,4,1,1
TC_CRATER_BOWL_ASCENT,SPINE_CRATER_BOWL_ASCENT_ALT,NODE_CRATER_BOWL_ASCENT_ALT_CORE,14,1,1
TC_CRATER_BOWL_ASCENT,SPINE_CRATER_BOWL_ASCENT_ALT,NODE_CRATER_BOWL_ASCENT_ALT_ENTRY,0,1,1
TC_CRATER_BOWL_ASCENT,SPINE_CRATER_BOWL_ASCENT_ALT,NODE_CRATER_BOWL_ASCENT_ALT_EXIT,34,7,1
TC_CRATER_BOWL_ASCENT,SPINE_CRATER_BOWL_ASCENT_ALT,NODE_CRATER_BOWL_ASCENT_ALT_HIGH,8,3,0
TC_CRATER_BOWL_ASCENT,SPINE_CRATER_BOWL_ASCENT_ALT,NODE_CRATER_BOWL_ASCENT_ALT_RECOVERY,30,1,1
TC_CRATER_BOWL_ASCENT,SPINE_CRATER_BOWL_ASCENT_ALT,NODE_CRATER_BOWL_ASCENT_ALT_REWARD,17,2,0
TC_CRATER_BOWL_ASCENT,SPINE_CRATER_BOWL_ASCENT_BASE,NODE_CRATER_BOWL_ASCENT_BASE_BUILD_UP,4,1,1
TC_CRATER_BOWL_ASCENT,SPINE_CRATER_BOWL_ASCENT_BASE,NODE_CRATER_BOWL_ASCENT_BASE_CORE,14,1,1
TC_CRATER_BOWL_ASCENT,SPINE_CRATER_BOWL_ASCENT_BASE,NODE_CRATER_BOWL_ASCENT_BASE_ENTRY,0,1,1
TC_CRATER_BOWL_ASCENT,SPINE_CRATER_BOWL_ASCENT_BASE,NODE_CRATER_BOWL_ASCENT_BASE_EXIT,34,7,1
TC_CRATER_BOWL_ASCENT,SPINE_CRATER_BOWL_ASCENT_BASE,NODE_CRATER_BOWL_ASCENT_BASE_RECOVERY,30,1,1
TC_CRATER_BOWL_ASCENT,SPINE_CRATER_BOWL_ASCENT_BASE,NODE_CRATER_BOWL_ASCENT_BASE_REWARD,17,2,0
TC_CRATER_BROKEN_SLOPE,SPINE_CRATER_BROKEN_SLOPE_ALT,NODE_CRATER_BROKEN_SLOPE_ALT_BUILD_UP,4,1,1
TC_CRATER_BROKEN_SLOPE,SPINE_CRATER_BROKEN_SLOPE_ALT,NODE_CRATER_BROKEN_SLOPE_ALT_CORE,14,1,1
TC_CRATER_BROKEN_SLOPE,SPINE_CRATER_BROKEN_SLOPE_ALT,NODE_CRATER_BROKEN_SLOPE_ALT_ENTRY,1,7,1
TC_CRATER_BROKEN_SLOPE,SPINE_CRATER_BROKEN_SLOPE_ALT,NODE_CRATER_BROKEN_SLOPE_ALT_EXIT,46,0,1
TC_CRATER_BROKEN_SLOPE,SPINE_CRATER_BROKEN_SLOPE_ALT,NODE_CRATER_BROKEN_SLOPE_ALT_HIGH,8,3,0
TC_CRATER_BROKEN_SLOPE,SPINE_CRATER_BROKEN_SLOPE_ALT,NODE_CRATER_BROKEN_SLOPE_ALT_RECOVERY,42,1,1
TC_CRATER_BROKEN_SLOPE,SPINE_CRATER_BROKEN_SLOPE_ALT,NODE_CRATER_BROKEN_SLOPE_ALT_REWARD,17,2,0
TC_CRATER_BROKEN_SLOPE,SPINE_CRATER_BROKEN_SLOPE_ALT,NODE_CRATER_BROKEN_SLOPE_ALT_TOUCH_2,26,1,1
TC_CRATER_BROKEN_SLOPE,SPINE_CRATER_BROKEN_SLOPE_BASE,NODE_CRATER_BROKEN_SLOPE_BASE_BUILD_UP,4,1,1
TC_CRATER_BROKEN_SLOPE,SPINE_CRATER_BROKEN_SLOPE_BASE,NODE_CRATER_BROKEN_SLOPE_BASE_CORE,14,1,1
TC_CRATER_BROKEN_SLOPE,SPINE_CRATER_BROKEN_SLOPE_BASE,NODE_CRATER_BROKEN_SLOPE_BASE_ENTRY,1,7,1
TC_CRATER_BROKEN_SLOPE,SPINE_CRATER_BROKEN_SLOPE_BASE,NODE_CRATER_BROKEN_SLOPE_BASE_EXIT,46,0,1
TC_CRATER_BROKEN_SLOPE,SPINE_CRATER_BROKEN_SLOPE_BASE,NODE_CRATER_BROKEN_SLOPE_BASE_RECOVERY,42,1,1
TC_CRATER_BROKEN_SLOPE,SPINE_CRATER_BROKEN_SLOPE_BASE,NODE_CRATER_BROKEN_SLOPE_BASE_REWARD,17,2,0
TC_CRATER_BROKEN_SLOPE,SPINE_CRATER_BROKEN_SLOPE_BASE,NODE_CRATER_BROKEN_SLOPE_BASE_TOUCH_2,26,1,1
TC_CRATER_QUIET_RIM,SPINE_CRATER_QUIET_RIM_ALT,NODE_CRATER_QUIET_RIM_ALT_BUILD_UP,4,1,1
TC_CRATER_QUIET_RIM,SPINE_CRATER_QUIET_RIM_ALT,NODE_CRATER_QUIET_RIM_ALT_CORE,14,1,1
TC_CRATER_QUIET_RIM,SPINE_CRATER_QUIET_RIM_ALT,NODE_CRATER_QUIET_RIM_ALT_ENTRY,0,1,1
TC_CRATER_QUIET_RIM,SPINE_CRATER_QUIET_RIM_ALT,NODE_CRATER_QUIET_RIM_ALT_EXIT,23,1,1
TC_CRATER_QUIET_RIM,SPINE_CRATER_QUIET_RIM_ALT,NODE_CRATER_QUIET_RIM_ALT_HIGH,8,3,0
TC_CRATER_QUIET_RIM,SPINE_CRATER_QUIET_RIM_ALT,NODE_CRATER_QUIET_RIM_ALT_RECOVERY,18,1,1
TC_CRATER_QUIET_RIM,SPINE_CRATER_QUIET_RIM_BASE,NODE_CRATER_QUIET_RIM_BASE_BUILD_UP,4,1,1
TC_CRATER_QUIET_RIM,SPINE_CRATER_QUIET_RIM_BASE,NODE_CRATER_QUIET_RIM_BASE_CORE,14,1,1
TC_CRATER_QUIET_RIM,SPINE_CRATER_QUIET_RIM_BASE,NODE_CRATER_QUIET_RIM_BASE_ENTRY,0,1,1
TC_CRATER_QUIET_RIM,SPINE_CRATER_QUIET_RIM_BASE,NODE_CRATER_QUIET_RIM_BASE_EXIT,23,1,1
TC_CRATER_QUIET_RIM,SPINE_CRATER_QUIET_RIM_BASE,NODE_CRATER_QUIET_RIM_BASE_RECOVERY,18,1,1
TC_CRATER_ROCK_SHELF_RECOVERY,SPINE_CRATER_ROCK_SHELF_RECOVERY_ALT,NODE_CRATER_ROCK_SHELF_RECOVERY_ALT_BUILD_UP,4,1,1
TC_CRATER_ROCK_SHELF_RECOVERY,SPINE_CRATER_ROCK_SHELF_RECOVERY_ALT,NODE_CRATER_ROCK_SHELF_RECOVERY_ALT_CORE,26,1,1
TC_CRATER_ROCK_SHELF_RECOVERY,SPINE_CRATER_ROCK_SHELF_RECOVERY_ALT,NODE_CRATER_ROCK_SHELF_RECOVERY_ALT_ENTRY,0,1,1
TC_CRATER_ROCK_SHELF_RECOVERY,SPINE_CRATER_ROCK_SHELF_RECOVERY_ALT,NODE_CRATER_ROCK_SHELF_RECOVERY_ALT_EXIT,46,8,1
TC_CRATER_ROCK_SHELF_RECOVERY,SPINE_CRATER_ROCK_SHELF_RECOVERY_ALT,NODE_CRATER_ROCK_SHELF_RECOVERY_ALT_HIGH,8,3,0
TC_CRATER_ROCK_SHELF_RECOVERY,SPINE_CRATER_ROCK_SHELF_RECOVERY_ALT,NODE_CRATER_ROCK_SHELF_RECOVERY_ALT_RECOVERY,42,9,1
TC_CRATER_ROCK_SHELF_RECOVERY,SPINE_CRATER_ROCK_SHELF_RECOVERY_ALT,NODE_CRATER_ROCK_SHELF_RECOVERY_ALT_REWARD,29,2,0
TC_CRATER_ROCK_SHELF_RECOVERY,SPINE_CRATER_ROCK_SHELF_RECOVERY_ALT,NODE_CRATER_ROCK_SHELF_RECOVERY_ALT_TOUCH_1,14,1,1
TC_CRATER_ROCK_SHELF_RECOVERY,SPINE_CRATER_ROCK_SHELF_RECOVERY_ALT,NODE_CRATER_ROCK_SHELF_RECOVERY_ALT_TOUCH_3,26,9,1
TC_CRATER_ROCK_SHELF_RECOVERY,SPINE_CRATER_ROCK_SHELF_RECOVERY_BASE,NODE_CRATER_ROCK_SHELF_RECOVERY_BASE_BUILD_UP,4,1,1
TC_CRATER_ROCK_SHELF_RECOVERY,SPINE_CRATER_ROCK_SHELF_RECOVERY_BASE,NODE_CRATER_ROCK_SHELF_RECOVERY_BASE_CORE,26,1,1
TC_CRATER_ROCK_SHELF_RECOVERY,SPINE_CRATER_ROCK_SHELF_RECOVERY_BASE,NODE_CRATER_ROCK_SHELF_RECOVERY_BASE_ENTRY,0,1,1
TC_CRATER_ROCK_SHELF_RECOVERY,SPINE_CRATER_ROCK_SHELF_RECOVERY_BASE,NODE_CRATER_ROCK_SHELF_RECOVERY_BASE_EXIT,46,8,1
TC_CRATER_ROCK_SHELF_RECOVERY,SPINE_CRATER_ROCK_SHELF_RECOVERY_BASE,NODE_CRATER_ROCK_SHELF_RECOVERY_BASE_RECOVERY,42,9,1
TC_CRATER_ROCK_SHELF_RECOVERY,SPINE_CRATER_ROCK_SHELF_RECOVERY_BASE,NODE_CRATER_ROCK_SHELF_RECOVERY_BASE_REWARD,29,2,0
TC_CRATER_ROCK_SHELF_RECOVERY,SPINE_CRATER_ROCK_SHELF_RECOVERY_BASE,NODE_CRATER_ROCK_SHELF_RECOVERY_BASE_TOUCH_1,14,1,1
TC_CRATER_ROCK_SHELF_RECOVERY,SPINE_CRATER_ROCK_SHELF_RECOVERY_BASE,NODE_CRATER_ROCK_SHELF_RECOVERY_BASE_TOUCH_3,26,9,1
TC_DOUGH_BOUNCE_CUP,SPINE_DOUGH_BOUNCE_CUP_ALT,NODE_DOUGH_BOUNCE_CUP_ALT_BUILD_UP,4,1,1
TC_DOUGH_BOUNCE_CUP,SPINE_DOUGH_BOUNCE_CUP_ALT,NODE_DOUGH_BOUNCE_CUP_ALT_CORE,14,1,1
TC_DOUGH_BOUNCE_CUP,SPINE_DOUGH_BOUNCE_CUP_ALT,NODE_DOUGH_BOUNCE_CUP_ALT_ENTRY,0,1,1
TC_DOUGH_BOUNCE_CUP,SPINE_DOUGH_BOUNCE_CUP_ALT,NODE_DOUGH_BOUNCE_CUP_ALT_EXIT,34,7,1
TC_DOUGH_BOUNCE_CUP,SPINE_DOUGH_BOUNCE_CUP_ALT,NODE_DOUGH_BOUNCE_CUP_ALT_HIGH,8,6,0
TC_DOUGH_BOUNCE_CUP,SPINE_DOUGH_BOUNCE_CUP_ALT,NODE_DOUGH_BOUNCE_CUP_ALT_RECOVERY,30,1,1
