route_id,sequence,from_x,from_y,to_x,to_y,state,move_type,traversal_state,body_clear,head_clear,contact_x,contact_y,itemless,initial_capture_rise,plan_digest
TREE_ROUTE_LEFT,0,550,241,550,242,JUMP_GRAB,JUMP_GRAB,BRANCH_TO_TRUNK,true,true,549,242,true,1,ae2fed5ef829d8354eddf66bd4b319bd2213e535e14332b77df4ce05203270a3
TREE_ROUTE_LEFT,1,550,242,550,244,TRUNK_CLIMB,JUMP,TRUNK_CLIMB,true,true,549,244,true,0,ae2fed5ef829d8354eddf66bd4b319bd2213e535e14332b77df4ce05203270a3
TREE_ROUTE_LEFT,2,550,244,550,246,TRUNK_CLIMB,JUMP,TRUNK_CLIMB,true,true,549,246,true,0,ae2fed5ef829d8354eddf66bd4b319bd2213e535e14332b77df4ce05203270a3
TREE_ROUTE_LEFT,3,550,246,547,248,TRUNK_CLIMB,JUMP,TRUNK_CLIMB,true,true,548,248,true,0,ae2fed5ef829d8354eddf66bd4b319bd2213e535e14332b77df4ce05203270a3
TREE_ROUTE_LEFT,4,547,248,548,249,TRUNK_CLIMB,JUMP,TRUNK_CLIMB,true,true,549,249,true,0,ae2fed5ef829d8354eddf66bd4b319bd2213e535e14332b77df4ce05203270a3
TREE_ROUTE_LEFT,5,548,249,548,250,TRUNK_CLIMB,JUMP,TRUNK_CLIMB,true,true,549,250,true,0,ae2fed5ef829d8354eddf66bd4b319bd2213e535e14332b77df4ce05203270a3
TREE_ROUTE_LEFT,6,548,250,550,253,TRUNK_CLIMB,JUMP,TRUNK_CLIMB,true,true,551,253,true,0,ae2fed5ef829d8354eddf66bd4b319bd2213e535e14332b77df4ce05203270a3
TREE_ROUTE_LEFT,7,550,253,553,255,TRUNK_CLIMB,JUMP,TRUNK_CLIMB,true,true,552,255,true,0,ae2fed5ef829d8354eddf66bd4b319bd2213e535e14332b77df4ce05203270a3
TREE_ROUTE_LEFT,8,553,255,550,256,TRUNK_CLIMB,JUMP,TRUNK_CLIMB,true,true,551,256,true,0,ae2fed5ef829d8354eddf66bd4b319bd2213e535e14332b77df4ce05203270a3
TREE_ROUTE_LEFT,9,550,256,553,258,TRUNK_CLIMB,JUMP,TRUNK_CLIMB,true,true,552,258,true,0,ae2fed5ef829d8354eddf66bd4b319bd2213e535e14332b77df4ce05203270a3
TREE_ROUTE_LEFT,10,553,258,550,260,TRUNK_CLIMB,JUMP,TRUNK_CLIMB,true,true,551,260,true,0,ae2fed5ef829d8354eddf66bd4b319bd2213e535e14332b77df4ce05203270a3
TREE_ROUTE_LEFT,11,550,260,553,262,TRUNK_CLIMB,JUMP,TRUNK_CLIMB,true,true,552,262,true,0,ae2fed5ef829d8354eddf66bd4b319bd2213e535e14332b77df4ce05203270a3
TREE_ROUTE_LEFT,12,553,262,553,263,TRUNK_CLIMB,JUMP,TRUNK_CLIMB,true,true,552,263,true,0,ae2fed5ef829d8354eddf66bd4b319bd2213e535e14332b77df4ce05203270a3
