hub_id,x,y,cell_role,micro_x,micro_y,micro_pattern_owner,source_value,final_value,plan_digest
SV5_HUB_b624339804c077812f98,536,232,SOLID,134,58,SV5_HUB_b624339804c077812f98@134:58,UNKNOWN,SOLID,ae2fed5ef829d8354eddf66bd4b319bd2213e535e14332b77df4ce05203270a3
SV5_HUB_b624339804c077812f98,537,232,SOLID,134,58,SV5_HUB_b624339804c077812f98@134:58,UNKNOWN,SOLID,ae2fed5ef829d8354eddf66bd4b319bd2213e535e14332b77df4ce05203270a3
SV5_HUB_b624339804c077812f98,538,232,SOLID,134,58,SV5_HUB_b624339804c077812f98@134:58,UNKNOWN,SOLID,ae2fed5ef829d8354eddf66bd4b319bd2213e535e14332b77df4ce05203270a3
SV5_HUB_b624339804c077812f98,539,232,SOLID,134,58,SV5_HUB_b624339804c077812f98@134:58,UNKNOWN,SOLID,ae2fed5ef829d8354eddf66bd4b319bd2213e535e14332b77df4ce05203270a3
SV5_HUB_b624339804c077812f98,540,232,SOLID,135,58,SV5_HUB_b624339804c077812f98@135:58,UNKNOWN,SOLID,ae2fed5ef829d8354eddf66bd4b319bd2213e535e14332b77df4ce05203270a3
SV5_HUB_b624339804c077812f98,541,232,SOLID,135,58,SV5_HUB_b624339804c077812f98@135:58,UNKNOWN,SOLID,ae2fed5ef829d8354eddf66bd4b319bd2213e535e14332b77df4ce05203270a3
SV5_HUB_b624339804c077812f98,542,232,SOLID,135,58,SV5_HUB_b624339804c077812f98@135:58,UNKNOWN,SOLID,ae2fed5ef829d8354eddf66bd4b319bd2213e535e14332b77df4ce05203270a3
SV5_HUB_b624339804c077812f98,543,232,SOLID,135,58,SV5_HUB_b624339804c077812f98@135:58,UNKNOWN,SOLID,ae2fed5ef829d8354eddf66bd4b319bd2213e535e14332b77df4ce05203270a3
SV5_HUB_b624339804c077812f98,544,232,SOLID,136,58,SV5_HUB_b624339804c077812f98@136:58,UNKNOWN,SOLID,ae2fed5ef829d8354eddf66bd4b319bd2213e535e14332b77df4ce05203270a3
SV5_HUB_b624339804c077812f98,545,232,SOLID,136,58,SV5_HUB_b624339804c077812f98@136:58,UNKNOWN,SOLID,ae2fed5ef829d8354eddf66bd4b319bd2213e535e14332b77df4ce05203270a3
SV5_HUB_b624339804c077812f98,546,232,SOLID,136,58,SV5_HUB_b624339804c077812f98@136:58,UNKNOWN,SOLID,ae2fed5ef829d8354eddf66bd4b319bd2213e535e14332b77df4ce05203270a3
SV5_HUB_b624339804c077812f98,547,232,SOLID,136,58,SV5_HUB_b624339804c077812f98@136:58,UNKNOWN,SOLID,ae2fed5ef829d8354eddf66bd4b319bd2213e535e14332b77df4ce05203270a3
