connection_id,check_id,status,detail,plan_digest
SV5_HUB_28af5221504bbe547fe5_CONNECTION_01,ACTUAL_CELL_ROUTE,PASS,ACTUAL_CELL_ROUTE|path=23|changed=51|direction=HUB_TO_EXTERNAL,8b4e71be724a084e25699799da11596206b2fc4c84299bd84f1e8e0dc68a0baa
SV5_HUB_28af5221504bbe547fe5_CONNECTION_01,CARDINAL_CENTERLINE,PASS,CARDINAL_CENTERLINE|path=23|changed=51|direction=HUB_TO_EXTERNAL,8b4e71be724a084e25699799da11596206b2fc4c84299bd84f1e8e0dc68a0baa
SV5_HUB_28af5221504bbe547fe5_CONNECTION_01,HEAD_CLEARANCE,PASS,HEAD_CLEARANCE|path=23|changed=51|direction=HUB_TO_EXTERNAL,8b4e71be724a084e25699799da11596206b2fc4c84299bd84f1e8e0dc68a0baa
SV5_HUB_28af5221504bbe547fe5_CONNECTION_01,MOVEMENT_WITNESS,PASS,MOVEMENT_WITNESS|path=23|changed=51|direction=HUB_TO_EXTERNAL,8b4e71be724a084e25699799da11596206b2fc4c84299bd84f1e8e0dc68a0baa
SV5_HUB_28af5221504bbe547fe5_CONNECTION_01,NO_PROTECTED_BODY,PASS,NO_PROTECTED_BODY|path=23|changed=51|direction=HUB_TO_EXTERNAL,8b4e71be724a084e25699799da11596206b2fc4c84299bd84f1e8e0dc68a0baa
SV5_HUB_28af5221504bbe547fe5_CONNECTION_01,NO_TYPE0,PASS,NO_TYPE0|path=23|changed=51|direction=HUB_TO_EXTERNAL,8b4e71be724a084e25699799da11596206b2fc4c84299bd84f1e8e0dc68a0baa
SV5_HUB_28af5221504bbe547fe5_CONNECTION_01,NO_PROGRESSION_BYPASS,PASS,NO_PROGRESSION_BYPASS|path=23|changed=51|direction=HUB_TO_EXTERNAL,8b4e71be724a084e25699799da11596206b2fc4c84299bd84f1e8e0dc68a0baa
SV5_HUB_28af5221504bbe547fe5_CONNECTION_01,EXTERNAL_ANCHOR_UNCHANGED,PASS,EXTERNAL_ANCHOR_UNCHANGED|path=23|changed=51|direction=HUB_TO_EXTERNAL,8b4e71be724a084e25699799da11596206b2fc4c84299bd84f1e8e0dc68a0baa
SV5_HUB_28af5221504bbe547fe5_CONNECTION_01,OWNERSHIP_UNIQUE,PASS,OWNERSHIP_UNIQUE|path=23|changed=51|direction=HUB_TO_EXTERNAL,8b4e71be724a084e25699799da11596206b2fc4c84299bd84f1e8e0dc68a0baa
SV5_HUB_28af5221504bbe547fe5_CONNECTION_02,ACTUAL_CELL_ROUTE,PASS,ACTUAL_CELL_ROUTE|path=34|changed=54|direction=HUB_TO_EXTERNAL,8b4e71be724a084e25699799da11596206b2fc4c84299bd84f1e8e0dc68a0baa
