pattern_id,write_mask,cells_row_major_16,semantic_hash,variants,actual_cell_digest,plan_digest
"INFILL_0b0700d16004ed4b0db1c9cda4821782976038246f3a083e329d30caba8e2ae8","61427","Solid|Solid|Unknown|Unknown|Air|Air|Solid|Solid|Air|Air|Air|Air|Unknown|Air|Air|Air","0b0700d16004ed4b0db1c9cda4821782976038246f3a083e329d30caba8e2ae8","LOOP_SHELF","22ca5f81e48ec7af523f64b16d64e6968c89465ed71eaa2f620c50ecc358fd9d","ec00522aa6b6e8da780a2d0ae593a8805e80ddf196b16cd60bb5ec124574217b"
"INFILL_0c3dfdfed4547280023a7fe6e2bd42d62042ba17827a884fe2c405a68849d091","61427","Air|Solid|Unknown|Unknown|Air|Air|Solid|Solid|Air|Air|Air|Air|Unknown|Air|Air|Air","0c3dfdfed4547280023a7fe6e2bd42d62042ba17827a884fe2c405a68849d091","LOOP_SCALLOP","5cfe848584532d04373f693b00ac41ec83d17d5394886c012473652e1f23a535","ec00522aa6b6e8da780a2d0ae593a8805e80ddf196b16cd60bb5ec124574217b"
"INFILL_0ed147e2252c04fe9d5b3de53122e592618c8bd9803f53b71d1a43d9e70a19a5","51","Air|Air|Unknown|Unknown|Air|Air|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown","0ed147e2252c04fe9d5b3de53122e592618c8bd9803f53b71d1a43d9e70a19a5","LOOP_SHELF","97761c415f0cc47fe9f986b3fb680b6fcf5184848110313d0a636a53d4fcbbd9","ec00522aa6b6e8da780a2d0ae593a8805e80ddf196b16cd60bb5ec124574217b"
"INFILL_1243ba33cd1dd013889ec9d17a094a5353485a628473b725142bb50965bd1dcd","55","Air|Air|Air|Unknown|Air|Air|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown","1243ba33cd1dd013889ec9d17a094a5353485a628473b725142bb50965bd1dcd","LOOP_SCALLOP","eaf393549787cd64bb003c2ab92510b27254086b3c8c50fdd849f2bb25a3c127","ec00522aa6b6e8da780a2d0ae593a8805e80ddf196b16cd60bb5ec124574217b"
"INFILL_15a422edb2b985b72792e8e9dc3e7f273b06a893c72f4d2011ca17f0777a32d7","61152","Unknown|Unknown|Unknown|Unknown|Unknown|Solid|Solid|Solid|Unknown|Air|Air|Air|Unknown|Air|Air|Air","15a422edb2b985b72792e8e9dc3e7f273b06a893c72f4d2011ca17f0777a32d7","LOOP_SHELF","c12a343892d46ed1634ab3f91dc5d86b53fa9d00bc3782743dad53ec943aba64","ec00522aa6b6e8da780a2d0ae593a8805e80ddf196b16cd60bb5ec124574217b"
"INFILL_181bf03d48de81bab0a25766d52c698990a92e35ad39286c52ee824c02bcefbf","61299","Solid|Solid|Unknown|Unknown|Air|Air|Solid|Unknown|Air|Air|Air|Solid|Unknown|Air|Air|Air","181bf03d48de81bab0a25766d52c698990a92e35ad39286c52ee824c02bcefbf","LOOP_SHELF","204e39d05d81fe8c1a1d60f895ca5899274c39e180f4fb5520e6dbbef2869ca2","ec00522aa6b6e8da780a2d0ae593a8805e80ddf196b16cd60bb5ec124574217b"
"INFILL_199b48a09474ae32fcd77a9bbd202348f729ff1f48af2688d3b1733faa6041bf","13072","Unknown|Unknown|Unknown|Unknown|Solid|Unknown|Unknown|Unknown|Air|Solid|Unknown|Unknown|Air|Air|Unknown|Unknown","199b48a09474ae32fcd77a9bbd202348f729ff1f48af2688d3b1733faa6041bf","LOOP_SCALLOP","eaf393549787cd64bb003c2ab92510b27254086b3c8c50fdd849f2bb25a3c127","ec00522aa6b6e8da780a2d0ae593a8805e80ddf196b16cd60bb5ec124574217b"
"INFILL_1af92f90d0e8927133b73d0eec6adebacdbb2a655b55c4066b4e8eea841497ac","52352","Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Solid|Unknown|Unknown|Solid|Air|Unknown|Unknown|Air|Air","1af92f90d0e8927133b73d0eec6adebacdbb2a655b55c4066b4e8eea841497ac","LOOP_SCALLOP","25a0f3f146daa1348e699f91a1fa3f3895433d8b898ffb3be59bec2fe5e93d8d","ec00522aa6b6e8da780a2d0ae593a8805e80ddf196b16cd60bb5ec124574217b"
"INFILL_20ecb2556e8547d321d37cb1edbed49b7440bbc146287fb9dbb309304c000b1b","61128","Unknown|Unknown|Unknown|Solid|Unknown|Unknown|Solid|Air|Unknown|Solid|Air|Air|Unknown|Air|Air|Air","20ecb2556e8547d321d37cb1edbed49b7440bbc146287fb9dbb309304c000b1b","LOOP_SCALLOP","26d4c3812690fe04b681ed660f50181f38b4bcd71da5c9c8f6f54379bcc9ffcc","ec00522aa6b6e8da780a2d0ae593a8805e80ddf196b16cd60bb5ec124574217b"
"INFILL_23d630b69e0e4d2ecec39f0a6585165f6c20c38e776710e57b4600365efcfe83","12288","Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Solid|Solid|Unknown|Unknown","23d630b69e0e4d2ecec39f0a6585165f6c20c38e776710e57b4600365efcfe83","LOOP_SHELF","9131406c67c675a6ce2a35c0cc7ca596a1ad73926f5c5f196e9ed65831e561d3","ec00522aa6b6e8da780a2d0ae593a8805e80ddf196b16cd60bb5ec124574217b"
