world_x,world_y,base,owner,recipe,parent,host,shared,pattern_x,pattern_y,pattern_index,plan_digest
"336","4","Solid","SV5_INFILL_ROOM_004e90c63d4ebabff0dd","SMALL_CAVE","SV5_INFILL_ROOM_07b377e6e57b14c86440","SV5_OPTIONAL_13","False","336","4","0","f326683633fe684671994db9b68d41fffe29838c79b93034d8c957916c766933"
"337","4","Solid","SV5_INFILL_ROOM_004e90c63d4ebabff0dd","SMALL_CAVE","SV5_INFILL_ROOM_07b377e6e57b14c86440","SV5_OPTIONAL_13","False","336","4","1","f326683633fe684671994db9b68d41fffe29838c79b93034d8c957916c766933"
"338","4","Solid","SV5_INFILL_ROOM_004e90c63d4ebabff0dd","SMALL_CAVE","SV5_INFILL_ROOM_07b377e6e57b14c86440","SV5_OPTIONAL_13","False","336","4","2","f326683633fe684671994db9b68d41fffe29838c79b93034d8c957916c766933"
"339","4","Solid","SV5_INFILL_ROOM_004e90c63d4ebabff0dd","SMALL_CAVE","SV5_INFILL_ROOM_07b377e6e57b14c86440","SV5_OPTIONAL_13","False","336","4","3","f326683633fe684671994db9b68d41fffe29838c79b93034d8c957916c766933"
"340","4","Solid","SV5_INFILL_ROOM_004e90c63d4ebabff0dd","SMALL_CAVE","SV5_INFILL_ROOM_07b377e6e57b14c86440","SV5_OPTIONAL_13","False","340","4","0","f326683633fe684671994db9b68d41fffe29838c79b93034d8c957916c766933"
"341","4","Solid","SV5_INFILL_ROOM_004e90c63d4ebabff0dd","SMALL_CAVE","SV5_INFILL_ROOM_07b377e6e57b14c86440","SV5_OPTIONAL_13","False","340","4","1","f326683633fe684671994db9b68d41fffe29838c79b93034d8c957916c766933"
"342","4","Solid","SV5_INFILL_ROOM_004e90c63d4ebabff0dd","SMALL_CAVE","SV5_INFILL_ROOM_07b377e6e57b14c86440","SV5_OPTIONAL_13","False","340","4","2","f326683633fe684671994db9b68d41fffe29838c79b93034d8c957916c766933"
"343","4","Solid","SV5_INFILL_ROOM_004e90c63d4ebabff0dd","SMALL_CAVE","SV5_INFILL_ROOM_07b377e6e57b14c86440","SV5_OPTIONAL_13","False","340","4","3","f326683633fe684671994db9b68d41fffe29838c79b93034d8c957916c766933"
"344","4","Solid","SV5_INFILL_ROOM_004e90c63d4ebabff0dd","SMALL_CAVE","SV5_INFILL_ROOM_07b377e6e57b14c86440","SV5_OPTIONAL_13","False","344","4","0","f326683633fe684671994db9b68d41fffe29838c79b93034d8c957916c766933"
"345","4","Solid","SV5_INFILL_ROOM_004e90c63d4ebabff0dd","SMALL_CAVE","SV5_INFILL_ROOM_07b377e6e57b14c86440","SV5_OPTIONAL_13","False","344","4","1","f326683633fe684671994db9b68d41fffe29838c79b93034d8c957916c766933"
"346","4","Solid","SV5_INFILL_ROOM_004e90c63d4ebabff0dd","SMALL_CAVE","SV5_INFILL_ROOM_07b377e6e57b14c86440","SV5_OPTIONAL_13","False","344","4","2","f326683633fe684671994db9b68d41fffe29838c79b93034d8c957916c766933"
"347","4","Solid","SV5_INFILL_ROOM_004e90c63d4ebabff0dd","SMALL_CAVE","SV5_INFILL_ROOM_07b377e6e57b14c86440","SV5_OPTIONAL_13","False","344","4","3","f326683633fe684671994db9b68d41fffe29838c79b93034d8c957916c766933"
"348","4","Solid","SV5_INFILL_ROOM_004e90c63d4ebabff0dd","SMALL_CAVE","SV5_INFILL_ROOM_07b377e6e57b14c86440","SV5_OPTIONAL_13","False","348","4","0","f326683633fe684671994db9b68d41fffe29838c79b93034d8c957916c766933"
"349","4","Solid","SV5_INFILL_ROOM_004e90c63d4ebabff0dd","SMALL_CAVE","SV5_INFILL_ROOM_07b377e6e57b14c86440","SV5_OPTIONAL_13","False","348","4","1","f326683633fe684671994db9b68d41fffe29838c79b93034d8c957916c766933"
"350","4","Solid","SV5_INFILL_ROOM_004e90c63d4ebabff0dd","SMALL_CAVE","SV5_INFILL_ROOM_07b377e6e57b14c86440","SV5_OPTIONAL_13","False","348","4","2","f326683633fe684671994db9b68d41fffe29838c79b93034d8c957916c766933"
"351","4","Solid","SV5_INFILL_ROOM_004e90c63d4ebabff0dd","SMALL_CAVE","SV5_INFILL_ROOM_07b377e6e57b14c86440","SV5_OPTIONAL_13","False","348","4","3","f326683633fe684671994db9b68d41fffe29838c79b93034d8c957916c766933"
"352","4","Solid","SV5_INFILL_ROOM_004e90c63d4ebabff0dd","SMALL_CAVE","SV5_INFILL_ROOM_07b377e6e57b14c86440","SV5_OPTIONAL_13","False","352","4","0","f326683633fe684671994db9b68d41fffe29838c79b93034d8c957916c766933"
"353","4","Solid","SV5_INFILL_ROOM_004e90c63d4ebabff0dd","SMALL_CAVE","SV5_INFILL_ROOM_07b377e6e57b14c86440","SV5_OPTIONAL_13","False","352","4","1","f326683633fe684671994db9b68d41fffe29838c79b93034d8c957916c766933"
"354","4","Solid","SV5_INFILL_ROOM_004e90c63d4ebabff0dd","SMALL_CAVE","SV5_INFILL_ROOM_07b377e6e57b14c86440","SV5_OPTIONAL_13","False","352","4","2","f326683633fe684671994db9b68d41fffe29838c79b93034d8c957916c766933"
"355","4","Solid","SV5_INFILL_ROOM_004e90c63d4ebabff0dd","SMALL_CAVE","SV5_INFILL_ROOM_07b377e6e57b14c86440","SV5_OPTIONAL_13","False","352","4","3","f326683633fe684671994db9b68d41fffe29838c79b93034d8c957916c766933"
"356","4","Solid","SV5_INFILL_ROOM_004e90c63d4ebabff0dd_LINK","CONNECTOR","SV5_INFILL_ROOM_07b377e6e57b14c86440","SV5_OPTIONAL_13","False","356","4","0","f326683633fe684671994db9b68d41fffe29838c79b93034d8c957916c766933"
"357","4","Solid","SV5_INFILL_ROOM_004e90c63d4ebabff0dd_LINK","CONNECTOR","SV5_INFILL_ROOM_07b377e6e57b14c86440","SV5_OPTIONAL_13","False","356","4","1","f326683633fe684671994db9b68d41fffe29838c79b93034d8c957916c766933"
"358","4","Solid","SV5_INFILL_ROOM_004e90c63d4ebabff0dd_LINK","CONNECTOR","SV5_INFILL_ROOM_07b377e6e57b14c86440","SV5_OPTIONAL_13","False","356","4","2","f326683633fe684671994db9b68d41fffe29838c79b93034d8c957916c766933"
