case_id,step,input_x,input_move_x,input_up,input_down,input_jump,input_shift,body_x,body_y,velocity_x,velocity_y,is_grounded,grounded_before_step,walkable_frontier_x,frontier_distance,jump_threshold,scheduler_policy_id,is_grabbing,is_climbing,is_dropping_through,contact_kind,event,actual_component_sample,reused_logical_trace
FULL_MX,0,0,0,false,false,false,false,21.5,2.46,0,0,false,false,-1,-1,-1,,false,false,false,AIR,START,true,false
FULL_MX,1,0,0,false,false,false,false,21.5,2.455,0,0,true,false,-1,-1,-1,,false,false,false,SOLID,GROUND_SETTLE_00,true,false
FULL_MX,2,-1,-1,false,false,false,false,21.49167,2.455,-0.5,0,true,true,18,3.139999,0.01,WALKABLE_FRONTIER_AND_GRAB_EXIT_V2,false,false,false,SOLID,EDGE_RUNUP_00,true,false
FULL_MX,3,-1,-1,false,false,false,false,21.475,2.455,-1,0,true,true,18,3.131666,0.018333,WALKABLE_FRONTIER_AND_GRAB_EXIT_V2,false,false,false,SOLID,EDGE_RUNUP_00,true,false
FULL_MX,4,-1,-1,false,false,false,false,21.45,2.455,-1.5,0,true,true,18,3.115,0.026667,WALKABLE_FRONTIER_AND_GRAB_EXIT_V2,false,false,false,SOLID,EDGE_RUNUP_00,true,false
FULL_MX,5,-1,-1,false,false,false,false,21.41667,2.455,-2,0,true,true,18,3.09,0.035,WALKABLE_FRONTIER_AND_GRAB_EXIT_V2,false,false,false,SOLID,EDGE_RUNUP_00,true,false
FULL_MX,6,-1,-1,false,false,false,false,21.375,2.455,-2.5,0,true,true,18,3.056667,0.043333,WALKABLE_FRONTIER_AND_GRAB_EXIT_V2,false,false,false,SOLID,EDGE_RUNUP_00,true,false
FULL_MX,7,-1,-1,false,false,false,false,21.325,2.455,-3,0,true,true,18,3.015001,0.051667,WALKABLE_FRONTIER_AND_GRAB_EXIT_V2,false,false,false,SOLID,EDGE_RUNUP_00,true,false
FULL_MX,8,-1,-1,false,false,false,false,21.26667,2.455,-3.5,0,true,true,18,2.965002,0.06,WALKABLE_FRONTIER_AND_GRAB_EXIT_V2,false,false,false,SOLID,EDGE_RUNUP_00,true,false
FULL_MX,9,-1,-1,false,false,false,false,21.2,2.455,-4,0,true,true,18,2.90667,0.068333,WALKABLE_FRONTIER_AND_GRAB_EXIT_V2,false,false,false,SOLID,EDGE_RUNUP_00,true,false
FULL_MX,10,-1,-1,false,false,false,false,21.125,2.455,-4.5,0,true,true,18,2.840002,0.076667,WALKABLE_FRONTIER_AND_GRAB_EXIT_V2,false,false,false,SOLID,EDGE_RUNUP_00,true,false
FULL_MX,11,-1,-1,false,false,false,false,21.04167,2.455,-5,0,true,true,18,2.765001,0.085,WALKABLE_FRONTIER_AND_GRAB_EXIT_V2,false,false,false,SOLID,EDGE_RUNUP_00,true,false
FULL_MX,12,-1,-1,false,false,false,false,20.95,2.455,-5.5,0,true,true,18,2.681667,0.093333,WALKABLE_FRONTIER_AND_GRAB_EXIT_V2,false,false,false,TOP_ONLY,EDGE_RUNUP_00,true,false
FULL_MX,13,-1,-1,false,false,false,false,20.85833,2.455,-5.5,0,true,true,18,2.59,0.101667,WALKABLE_FRONTIER_AND_GRAB_EXIT_V2,false,false,false,TOP_ONLY,EDGE_RUNUP_00,true,false
FULL_MX,14,-1,-1,false,false,false,false,20.76667,2.455,-5.5,0,true,true,18,2.498333,0.101667,WALKABLE_FRONTIER_AND_GRAB_EXIT_V2,false,false,false,TOP_ONLY,EDGE_RUNUP_00,true,false
FULL_MX,15,-1,-1,false,false,false,false,20.675,2.455,-5.5,0,true,true,18,2.406666,0.101667,WALKABLE_FRONTIER_AND_GRAB_EXIT_V2,false,false,false,TOP_ONLY,EDGE_RUNUP_00,true,false
FULL_MX,16,-1,-1,false,false,false,false,20.58333,2.455,-5.5,0,true,true,18,2.314999,0.101667,WALKABLE_FRONTIER_AND_GRAB_EXIT_V2,false,false,false,TOP_ONLY,EDGE_RUNUP_00,true,false
FULL_MX,17,-1,-1,false,false,false,false,20.49166,2.455,-5.5,0,true,true,18,2.223331,0.101667,WALKABLE_FRONTIER_AND_GRAB_EXIT_V2,false,false,false,TOP_ONLY,EDGE_RUNUP_00,true,false
FULL_MX,18,-1,-1,false,false,false,false,20.4,2.455,-5.5,0,true,true,18,2.131664,0.101667,WALKABLE_FRONTIER_AND_GRAB_EXIT_V2,false,false,false,TOP_ONLY,EDGE_RUNUP_00,true,false
FULL_MX,19,-1,-1,false,false,false,false,20.30833,2.455,-5.5,0,true,true,18,2.039997,0.101667,WALKABLE_FRONTIER_AND_GRAB_EXIT_V2,false,false,false,TOP_ONLY,EDGE_RUNUP_00,true,false
FULL_MX,20,-1,-1,false,false,false,false,20.21666,2.455,-5.5,0,true,true,18,1.94833,0.101667,WALKABLE_FRONTIER_AND_GRAB_EXIT_V2,false,false,false,TOP_ONLY,EDGE_RUNUP_00,true,false
FULL_MX,21,-1,-1,false,false,false,false,20.125,2.455,-5.5,0,true,true,18,1.856663,0.101667,WALKABLE_FRONTIER_AND_GRAB_EXIT_V2,false,false,false,TOP_ONLY,EDGE_RUNUP_00,true,false
FULL_MX,22,-1,-1,false,false,false,false,20.03333,2.455,-5.5,0,true,true,18,1.764996,0.101667,WALKABLE_FRONTIER_AND_GRAB_EXIT_V2,false,false,false,TOP_ONLY,EDGE_RUNUP_00,true,false
FULL_MX,23,-1,-1,false,false,false,false,19.94166,2.455,-5.5,0,true,true,18,1.673328,0.101667,WALKABLE_FRONTIER_AND_GRAB_EXIT_V2,false,false,false,TOP_ONLY,EDGE_RUNUP_00,true,false
FULL_MX,24,-1,-1,false,false,false,false,19.84999,2.455,-5.5,0,true,true,18,1.581661,0.101667,WALKABLE_FRONTIER_AND_GRAB_EXIT_V2,false,false,false,TOP_ONLY,EDGE_RUNUP_00,true,false
FULL_MX,25,-1,-1,false,false,false,false,19.75833,2.455,-5.5,0,true,true,18,1.489994,0.101667,WALKABLE_FRONTIER_AND_GRAB_EXIT_V2,false,false,false,TOP_ONLY,EDGE_RUNUP_00,true,false
FULL_MX,26,-1,-1,false,false,false,false,19.66666,2.455,-5.5,0,true,true,18,1.398327,0.101667,WALKABLE_FRONTIER_AND_GRAB_EXIT_V2,false,false,false,TOP_ONLY,EDGE_RUNUP_00,true,false
FULL_MX,27,-1,-1,false,false,false,false,19.57499,2.455,-5.5,0,true,true,18,1.30666,0.101667,WALKABLE_FRONTIER_AND_GRAB_EXIT_V2,false,false,false,TOP_ONLY,EDGE_RUNUP_00,true,false
FULL_MX,28,-1,-1,false,false,false,false,19.48333,2.455,-5.5,0,true,true,18,1.214993,0.101667,WALKABLE_FRONTIER_AND_GRAB_EXIT_V2,false,false,false,TOP_ONLY,EDGE_RUNUP_00,true,false
FULL_MX,29,-1,-1,false,false,false,false,19.39166,2.455,-5.5,0,true,true,18,1.123325,0.101667,WALKABLE_FRONTIER_AND_GRAB_EXIT_V2,false,false,false,TOP_ONLY,EDGE_RUNUP_00,true,false
FULL_MX,30,-1,-1,false,false,false,false,19.29999,2.455,-5.5,0,true,true,18,1.031658,0.101667,WALKABLE_FRONTIER_AND_GRAB_EXIT_V2,false,false,false,TOP_ONLY,EDGE_RUNUP_00,true,false
FULL_MX,31,-1,-1,false,false,false,false,19.20832,2.455,-5.5,0,true,true,18,0.939991,0.101667,WALKABLE_FRONTIER_AND_GRAB_EXIT_V2,false,false,false,TOP_ONLY,EDGE_RUNUP_00,true,false
FULL_MX,32,-1,-1,false,false,false,false,19.11666,2.455,-5.5,0,true,true,18,0.848324,0.101667,WALKABLE_FRONTIER_AND_GRAB_EXIT_V2,false,false,false,TOP_ONLY,EDGE_RUNUP_00,true,false
FULL_MX,33,-1,-1,false,false,false,false,19.02499,2.455,-5.5,0,true,true,18,0.756657,0.101667,WALKABLE_FRONTIER_AND_GRAB_EXIT_V2,false,false,false,TOP_ONLY,EDGE_RUNUP_00,true,false
FULL_MX,34,-1,-1,false,false,false,false,18.93332,2.455,-5.5,0,true,true,18,0.66499,0.101667,WALKABLE_FRONTIER_AND_GRAB_EXIT_V2,false,false,false,TOP_ONLY,EDGE_RUNUP_00,true,false
FULL_MX,35,-1,-1,false,false,false,false,18.84166,2.455,-5.5,0,true,true,18,0.573322,0.101667,WALKABLE_FRONTIER_AND_GRAB_EXIT_V2,false,false,false,TOP_ONLY,EDGE_RUNUP_00,true,false
FULL_MX,36,-1,-1,false,false,false,false,18.74999,2.455,-5.5,0,true,true,18,0.481655,0.101667,WALKABLE_FRONTIER_AND_GRAB_EXIT_V2,false,false,false,TOP_ONLY,EDGE_RUNUP_00,true,false
FULL_MX,37,-1,-1,false,false,false,false,18.65832,2.455,-5.5,0,true,true,18,0.389988,0.101667,WALKABLE_FRONTIER_AND_GRAB_EXIT_V2,false,false,false,TOP_ONLY,EDGE_RUNUP_00,true,false
FULL_MX,38,-1,-1,false,false,false,false,18.56665,2.455,-5.5,0,true,true,18,0.298321,0.101667,WALKABLE_FRONTIER_AND_GRAB_EXIT_V2,false,false,false,TOP_ONLY,EDGE_RUNUP_00,true,false
FULL_MX,39,-1,-1,false,false,false,false,18.47499,2.455,-5.5,0,true,true,18,0.206654,0.101667,WALKABLE_FRONTIER_AND_GRAB_EXIT_V2,false,false,false,TOP_ONLY,EDGE_RUNUP_00,true,false
FULL_MX,40,-1,-1,false,false,false,false,18.38332,2.455,-5.5,0,true,true,18,0.114986,0.101667,WALKABLE_FRONTIER_AND_GRAB_EXIT_V2,false,false,false,TOP_ONLY,EDGE_RUNUP_00,true,false
FULL_MX,41,-1,-1,false,false,true,false,18.29165,2.569444,-5.5,6.866666,false,true,18,0.023319,0.101667,WALKABLE_FRONTIER_AND_GRAB_EXIT_V2,false,false,false,AIR,JUMP_00,true,false
FULL_MX,42,-1,-1,false,false,true,false,18.19999,2.678333,-5.5,6.533333,false,false,-1,-1,-1,,false,false,false,AIR,AIR_00,true,false
FULL_MX,43,-1,-1,false,false,true,false,18.10832,2.781667,-5.5,6.199999,false,false,-1,-1,-1,,false,false,false,AIR,AIR_00,true,false
FULL_MX,44,-1,-1,false,false,true,false,18.01665,2.879444,-5.5,5.866666,false,false,-1,-1,-1,,false,false,false,AIR,AIR_00,true,false
FULL_MX,45,-1,-1,false,false,true,false,17.92498,2.971667,-5.5,5.533332,false,false,-1,-1,-1,,false,false,false,AIR,AIR_00,true,false
FULL_MX,46,-1,-1,false,false,true,false,17.83332,3.058333,-5.5,5.199999,false,false,-1,-1,-1,,false,false,false,AIR,AIR_00,true,false
FULL_MX,47,-1,-1,false,false,true,false,17.74165,3.139444,-5.5,4.866665,false,false,-1,-1,-1,,false,false,false,AIR,AIR_00,true,false
FULL_MX,48,-1,-1,false,false,true,false,17.64998,3.215,-5.5,4.533332,false,false,-1,-1,-1,,false,false,false,AIR,AIR_00,true,false
FULL_MX,49,-1,-1,false,false,true,false,17.55832,3.285,-5.5,4.199998,false,false,-1,-1,-1,,false,false,false,AIR,AIR_00,true,false
FULL_MX,50,1,1,false,false,true,false,17.47776,3.349444,-4.833333,3.866665,false,false,-1,-1,-1,,false,false,false,AIR,AIR_00,true,false
FULL_MX,51,1,1,false,false,true,false,17.40832,3.408333,-4.166667,3.533332,false,false,-1,-1,-1,,false,false,false,AIR,AIR_00,true,false
FULL_MX,52,1,1,false,false,true,false,17.34998,3.461667,-3.5,3.199999,false,false,-1,-1,-1,,false,false,false,AIR,AIR_00,true,false
FULL_MX,53,1,1,false,false,true,false,17.30276,3.509444,-2.833333,2.866665,false,false,-1,-1,-1,,false,false,false,AIR,AIR_00,true,false
FULL_MX,54,1,1,false,false,true,false,17.26665,3.551666,-2.166667,2.533332,false,false,-1,-1,-1,,false,false,false,AIR,AIR_00,true,false
FULL_MX,55,1,1,false,false,true,false,17.24165,3.588333,-1.5,2.199999,false,false,-1,-1,-1,,false,false,false,AIR,AIR_00,true,false
FULL_MX,56,1,1,false,false,true,false,17.22776,3.619444,-0.833333,1.866665,false,false,-1,-1,-1,,false,false,false,AIR,AIR_00,true,false
FULL_MX,57,1,1,false,false,true,false,17.22498,3.645,-0.166667,1.533332,false,false,-1,-1,-1,,false,false,false,AIR,AIR_00,true,false
FULL_MX,58,1,1,false,false,true,false,17.23332,3.665,0.5,1.199999,false,false,-1,-1,-1,,false,false,false,AIR,AIR_00,true,false
FULL_MX,59,1,1,false,false,true,false,17.25276,3.679444,1.166667,0.866665,false,false,-1,-1,-1,,false,false,false,AIR,AIR_00,true,false
FULL_MX,60,1,1,false,false,true,false,17.28332,3.688333,1.833333,0.533332,false,false,-1,-1,-1,,false,false,false,AIR,AIR_00,true,false
FULL_MX,61,1,1,false,false,true,false,17.32498,3.691666,2.5,0.199999,false,false,-1,-1,-1,,false,false,false,AIR,AIR_00,true,false
FULL_MX,62,1,1,false,false,true,false,17.37776,3.689444,3.166667,-0.133335,false,false,-1,-1,-1,,false,false,false,AIR,AIR_00,true,false
FULL_MX,63,-1,-1,false,false,true,false,17.41943,3.68,2.5,-0.566668,false,false,-1,-1,-1,,false,false,false,AIR,AIR_00,true,false
FULL_MX,64,-1,-1,false,false,true,false,17.44998,3.663333,1.833333,-1.000001,false,false,-1,-1,-1,,false,false,false,AIR,AIR_00,true,false
FULL_MX,65,-1,-1,false,false,true,false,17.46943,3.639444,1.166667,-1.433335,false,false,-1,-1,-1,,false,false,false,AIR,AIR_00,true,false
FULL_MX,66,-1,-1,false,false,true,false,17.47776,3.608333,0.5,-1.866668,false,false,-1,-1,-1,,false,false,false,AIR,AIR_00,true,false
FULL_MX,67,-1,-1,false,false,true,false,17.47498,3.569999,-0.166667,-2.300002,false,false,-1,-1,-1,,false,false,false,AIR,AIR_00,true,false
